sample_id;hole_id;depth_from;depth_to;core_length;cr_%;is_old;is_twin;ni;fe;mgo;sio2;sm;co;cao;al2o3;lith
B1/F09-169/JAS/05;F09-169;3;4;1;1;1;0;0.33;4.79;42.48;40.71;0.958333333;0.01;0.3;0.69;BRK
B1/F09-170/JAS/01;F09-170;0;1;1;1;1;0;1.43;38.14;3.19;7.62;2.388714734;0;0.04;6.57;LIM
B1/F09-170/JAS/02;F09-170;1;1.5;0.5;1;1;0;1.9;7.4;20.91;37.27;1.782400765;0.02;0.12;1.1;LIM
B1/F09-170/JAS/03;F09-170;1.5;2;0.5;1;1;0;1.79;20.83;19.41;30.11;1.551262236;0.04;0.05;3.91;SAP
B1/F09-170/JAS/04;F09-170;2;3;1;1;1;0;2.01;20.5;19.92;30.17;1.514558233;0.03;0.12;3.45;SAP
B1/F09-170/JAS/05;F09-170;3;4;1;1;1;0;1.6;11.9;23.03;35.78;1.553625706;0.02;0.23;2.17;SAP
B1/F09-170/JAS/06;F09-170;4;4.8;0.8;1;1;0;2.06;17.16;21.36;34.02;1.592696629;0.02;0.14;2.75;SAP
B1/F09-170/JAS/07;F09-170;4.8;5.4;0.6;1;1;0;0.59;5.09;24.91;39.85;1.599759133;0.01;0.18;0.9;BLD
B1/F09-170/JAS/08;F09-170;5.4;6;0.6;1;1;0;1.76;9.07;24.69;37.73;1.528149048;0.01;0.14;1.1;SAP
B1/F09-170/JAS/09;F09-170;6;7;1;1;1;0;2.43;17.21;21.01;34.1;1.623036649;0.03;0.27;2.02;SAP
B1/F09-170/JAS/10;F09-170;7;8;1;1;1;0;2.25;10.32;24.3;36.35;1.495884774;0.02;0.14;1.32;SAP
B1/F09-170/JAS/11;F09-170;8;9;1;1;1;0;1.95;8.62;24.93;38.6;1.548335339;0.02;0.19;1.32;SAP
B1/F09-170/JAS/12;F09-170;9;10;1;1;1;0;2.01;8.1;25.42;37.87;1.489771833;0.01;0.17;1.24;SAP
B1/F09-170/JAS/13;F09-170;10;11;1;1;1;0;1.6;7.68;26.16;38.82;1.483944954;0.01;0.11;1.07;SAP
B1/F09-170/JAS/14;F09-170;11;12;1;1;1;0;1.4;6.65;27.64;39.79;1.439580318;0.01;0.11;0.99;RSAP
B1/F09-170/JAS/15;F09-170;12;13;1;1;1;0;1.24;7.98;26.12;40.37;1.545558959;0;0.15;1.4;RSAP
B1/F09-170/JAS/16;F09-170;13;14;1;1;1;0;0.9;9.7;25.54;39.96;1.564604542;0.01;0.13;1.46;RSAP
B1/F09-170/JAS/17;F09-170;14;15;1;1;1;0;0.68;7.19;29.42;41.67;1.416383413;0.01;0.16;1.23;RSAP
B1/F09-170/JAS/18;F09-170;15;16;1;1;1;0;0.59;7.53;29.6;41.17;1.390878378;0;0.14;1.19;RSAP
B1/F09-170/JAS/19;F09-170;16;17;1;1;1;0;0.47;6.62;31.42;41.66;1.325907066;0;0.14;1.14;RSAP
B1/F09-170/JAS/20;F09-170;17;18;1;1;1;0;0.53;6.5;30.23;41.51;1.373139266;0;0.12;1.11;RSAP
B1/F09-170/JAS/21;F09-170;18;19;1;1;1;0;0.52;6.12;30.58;41.62;1.361020275;0;0.14;1.16;RSAP
B1/F09-170/JAS/22;F09-170;19;20;1;1;1;0;0.54;6.38;31.06;41.12;1.323889247;0;0.13;1.11;RSAP
B1/F09-170/JAS/23;F09-170;20;21;1;1;1;0;0.55;6.59;31.43;41.12;1.308304168;0;0.14;1.01;SAP
B1/F09-170/JAS/24;F09-170;21;22;1;1;1;0;0.59;6.31;30.57;41.41;1.354596009;0;0.14;0.97;SAP
B1/F09-170/JAS/25;F09-170;22;23;1;1;1;0;0.75;8.87;26.43;41.64;1.575482406;0.01;0.23;1.17;SAP
B1/F09-170/JAS/26;F09-170;23;24;1;1;1;0;0.65;8.05;28.98;41.54;1.433402346;0.01;0.67;1.24;SAP
B1/F09-170/JAS/27;F09-170;24;25;1;1;1;0;1;7.66;29.15;40.54;1.390737564;0.01;0.18;1.34;SAP
B1/F09-170/JAS/28;F09-170;25;26;1;1;1;0;1.26;5.39;30.63;41.07;1.340842311;0;0.15;0.84;SROC
B1/F09-170/JAS/29;F09-170;26;27;1;1;1;0;1.29;5.25;30.51;41.91;1.373647984;0;0.12;0.89;SAP
B1/F09-170/JAS/30;F09-170;27;28;1;1;1;0;1.11;5.59;30.26;41.74;1.379378718;0;0.14;0.91;SROC
B1/F09-170/JAS/31;F09-170;28;29;1;1;1;0;0.47;5.74;31.34;41.07;1.310465858;0;0.19;0.93;RSAP
B1/F09-170/JAS/32;F09-170;29;29.6;0.6;1;1;0;0.27;5.04;31.42;40.51;1.289306174;0.01;0.2;0.98;BRK
B1/F09-171/JAS/01;F09-171;0;1;1;1;1;0;1.6;33.17;5.16;25.16;4.875968992;0.05;0.66;8.79;LIM
B1/F09-171/JAS/02;F09-171;1;1.42;0.42;1;1;0;2.46;27.5;7.67;26.38;3.439374185;0.01;0.04;3.83;SAP
B1/F09-171/JAS/03;F09-171;1.42;2;0.58;1;1;0;1.99;14.87;16.12;38.49;2.387717122;0.04;0.13;1.47;SAP
B1/F09-171/JAS/04;F09-171;2;3;1;1;1;0;2.17;8.45;24.12;39.61;1.642205638;0.02;0.12;1.07;SAP
B1/F09-171/JAS/05;F09-171;3;4;0.8;0.8;1;0;2.11;8.22;27.01;39.55;1.464272492;0.01;0.4;2.97;SAP
B1/F09-171/JAS/06;F09-171;4;5;1;1;1;0;2.1;8.87;22.81;39.44;1.729066199;0.02;0.13;0.93;SAP
B1/F09-171/JAS/07;F09-171;5;6;1;1;1;0;2.06;8.3;23.3;40.36;1.732188841;0.02;0.12;0.79;SAP
B1/F09-171/JAS/08;F09-171;6;7;1;1;1;0;1.79;6.9;25.25;42.12;1.668118812;0.01;0.1;0.63;SAP
B1/F09-171/JAS/09;F09-171;7;8;1;1;1;0;1.83;6.19;29.85;40.51;1.357118928;0.02;0.17;2.5;SAP
B1/F09-171/JAS/10;F09-171;8;9;1;1;1;0;1.46;6.16;28.17;41.32;1.466808662;0;0.15;0.84;SAP
B1/F09-171/JAS/11;F09-171;9;10;1;1;1;0;1;6.64;27.85;42.78;1.536086176;0.01;0.13;0.9;SAP
B1/F09-171/JAS/12;F09-171;10;11;1;1;1;0;1;6.64;27.85;42.78;1.536086176;0.01;0.13;0.9;BRK
B1/F09-171/JAS/13;F09-171;11;12;1;1;1;0;1;6.64;27.85;42.78;1.536086176;0.01;0.13;0.9;BRK
B1/F09-196/JAS/01;F09-196;0;1;1;1;1;0;1.19;33;13.97;25.42;1.819613457;0.02;0.29;5.54;LIM
B1/F09-196/JAS/02;F09-196;1;1.65;0.65;1;1;0;1.02;6.04;22.53;38.39;1.703950289;0;0.2;1.14;BLD
B1/F09-196/JAS/03;F09-196;1.65;2.19;0.54;1;1;0;1.84;14.72;19.75;34.53;1.74835443;0.02;0.23;1.84;LIM
B1/F09-196/JAS/04;F09-196;2.19;2.41;0.22;1;1;0;1.18;5.92;22.03;38.68;1.755787562;0;0.21;0.93;BLD
B1/F09-196/JAS/05;F09-196;2.41;3;0.59;1;1;0;1.77;12.21;20.54;36.1;1.757546251;0.03;0.23;1.55;SAP
B1/F09-196/JAS/06;F09-196;3;3.77;0.77;1;1;0;1.61;12.61;20.1;35.82;1.782089552;0.02;0.19;1.56;SAP
B1/F09-196/JAS/07;F09-196;3.77;4.16;0.39;1;1;0;1.33;7.05;22.72;38.41;1.690580986;0;0.18;0.99;BLD
B1/F09-196/JAS/08;F09-196;4.16;5;0.84;1;1;0;1.39;20.87;18.44;32.35;1.754338395;0.02;0.13;1.68;SAP
B1/F09-196/JAS/09;F09-196;5;6;1;1;1;0;0.69;12.32;20.39;37.19;1.823933301;0.02;0.2;1.37;SAP
B1/F09-196/JAS/10;F09-196;6;6.5;0.5;1;1;0;0.42;6.11;23.67;39.32;1.661174482;0;0.19;0.84;BLD
B1/F09-196/JAS/11;F09-196;6.5;7;0.5;1;1;0;0.35;7.88;22.52;39.9;1.771758437;0;0.21;0.95;SROC
B1/F09-196/JAS/12;F09-196;7;8;1;1;1;0;0.32;6.99;22.14;39.78;1.796747967;0;0.21;0.97;SROC
B1/F09-196/JAS/13;F09-196;8;8.25;0.25;1;1;0;0.26;5.83;24.33;39.28;1.614467735;0;0.25;0.93;SROC
B1/F09-196/JAS/14;F09-196;8.25;9;0.75;1;1;0;0.26;5.71;24.34;39.35;1.616680362;0;0.24;0.9;BLD
B1/F09-196/JAS/15;F09-196;9;10;1;1;1;0;0.24;5.37;25.52;38.77;1.519200627;0.01;0.28;0.86;BLD
B1/F09-196/JAS/16;F09-196;10;11;1;1;1;0;0.25;5.59;24.63;39.73;1.613073488;0;0.19;0.89;SROC
B1/F09-196/JAS/17;F09-196;11;12;1;1;1;0;0.26;5.68;24.8;39.95;1.610887097;0;0.13;0.9;RSAP
B1/F09-196/JAS/18;F09-196;12;12.37;0.37;1;1;0;0.26;5.71;23.9;40.19;1.681589958;0;0.18;0.83;RSAP
B1/F09-196/JAS/19;F09-196;12.37;13.14;0.77;1;1;0;0.24;5.37;24.83;39.37;1.585581957;0.01;0.21;0.88;BLD
B1/F09-196/JAS/20;F09-196;13.14;14;0.86;1;1;0;0.27;5.64;24.04;40;1.663893511;0;0.16;0.89;RSAP
B1/F09-196/JAS/21;F09-196;14;15;1;1;1;0;0.23;5.01;25.25;41.03;1.624950495;0;0.17;0.84;RSAP
B1/F09-196/JAS/22;F09-196;15;16;1;1;1;0;0.24;5.47;25.5;39.92;1.565490196;0;0.13;0.91;RSAP
B1/F09-196/JAS/23;F09-196;16;17;1;1;1;0;0.23;5.13;25.5;40.26;1.578823529;0.01;0.15;0.86;RSAP
B1/F09-196/JAS/24;F09-196;17;18;1;1;1;0;0.25;5.9;24.87;39.76;1.598713309;0;0.14;0.72;RSAP
B1/F09-196/JAS/25;F09-196;18;19;1;1;1;0;0.24;5.62;24.94;40.12;1.608660786;0;0.19;0.83;RSAP
B1/F09-196/JAS/26;F09-196;19;20;1;1;1;0;0.25;5.47;25.09;40.64;1.619768832;0.01;0.21;0.85;RSAP
B1/F09-196/JAS/27;F09-196;20;21;1;1;1;0;0.25;5.68;24.45;40.57;1.659304703;0.01;0.22;0.84;RSAP
B1/F09-196/JAS/28;F09-196;21;22;1;1;1;0;0.25;5.45;25.73;39.86;1.5491644;0;0.18;0.85;RSAP
B1/F09-196/JAS/29;F09-196;22;23;1;1;1;0;0.26;5.71;24.45;39.8;1.627811861;0.01;0.18;0.89;RSAP
B1/F09-196/JAS/30;F09-196;23;23.6;0.5;0.833333333;1;0;0.24;5.31;25.27;39.97;1.581717452;0.01;0.32;0.86;RSAP
B1/F09-197/JAS/01;F09-197;0;1;1;1;1;0;0.33;34.02;0.92;23.95;26.0326087;0.02;0.08;17.6;LIM
B1/F09-197/JAS/02;F09-197;1;2;1;1;1;0;0.48;43.26;0.46;22.09;48.02173913;0.08;0.07;12.1;LIM
B1/F09-197/JAS/03;F09-197;2;3;1;1;1;0;0.74;35.15;1.49;29.56;19.83892617;0.09;0;9.29;LIM
B1/F09-197/JAS/04;F09-197;3;4;1;1;1;0;1.47;33.96;5.79;28.24;4.877374784;0.09;0.09;5.62;LIM
B1/F09-197/JAS/05;F09-197;4;5;1;1;1;0;1.69;12.63;18.13;41.73;2.301709873;0.03;0.48;1.75;SROC
B1/F09-197/JAS/06;F09-197;5;5.6;0.6;1;1;0;1.83;12.33;19.41;39.26;2.022668727;0.02;0.26;1.37;SROC
B1/F09-197/JAS/07;F09-197;5.6;6;0.4;1;1;0;1.89;15.99;14.75;36.82;2.496271186;0.04;0.21;1.76;SROC
B1/F09-197/JAS/08;F09-197;6;6.7;0.7;1;1;0;1.86;29.67;6.57;30.29;4.610350076;0.07;0.11;2.62;SAP
B1/F09-197/JAS/09;F09-197;6.7;7;0.3;1;1;0;1.39;8.9;23.41;48.14;2.05638616;0.01;0.52;3.01;BLD
B1/F09-197/JAS/10;F09-197;7;8;1;1;1;0;1.6;15.26;17.16;38.34;2.234265734;0.03;0.21;1.61;SROC
B1/F09-197/JAS/11;F09-197;8;9;1;1;1;0;1.77;15.94;17.32;36.63;2.114896074;0.02;0.31;1.84;SROC
B1/F09-197/JAS/12;F09-197;9;10;1;1;1;0;1.57;10.22;22.86;42.61;1.863954506;0.01;0.3;2.07;SROC
B1/F09-197/JAS/13;F09-197;10;11;1;1;1;0;1.39;8.9;23.41;48.14;2.05638616;0.01;0.52;3.01;SROC
B1/F09-197/JAS/14;F09-197;11;12;1;1;1;0;1.1;6.48;24.19;51.94;2.147168251;0;0.27;1.47;SROC
B1/F09-197/JAS/15;F09-197;12;13;1;1;1;0;1.4;8.51;21.54;46.39;2.153667595;0.01;0.17;0.88;SROC
B1/F09-197/JAS/16;F09-197;13;14;1;1;1;0;1.12;5.16;24.63;53.52;2.172959805;0;0.17;0.78;BRK
B1/F09-197/JAS/17;F09-197;14;14.7;0.7;1;1;0;1.09;5.98;22.74;53.29;2.343447669;0;0.21;0.84;BRK
B1/F09-197/JAS/18;F09-197;14.7;15;0.3;1;1;0;1.3;6.21;26.96;45.32;1.681008902;0;0.17;0.7;BRK
B1/F09-197/JAS/19;F09-197;15;16;1;1;1;0;0.61;6.11;28.68;46.58;1.624128312;0;0.18;0.73;BRK
B1/F09-198/JAS/01;F09-198;0;1;1;1;1;0;0.44;31.47;14.97;25.16;1.680694723;0.08;0.01;10.01;LIM
B1/F09-198/JAS/02;F09-198;1;2;1;1;1;0;0.45;35.64;13.16;23.76;1.805471125;0.04;0.07;10.82;LIM
B1/F09-198/JAS/03;F09-198;2;3;1;1;1;0;0.73;38.29;13.42;24.46;1.822652757;0.03;0.05;8.16;LIM
B1/F09-198/JAS/04;F09-198;3;4;1;1;1;0;1.02;35.87;15.82;27.2;1.719342604;0.1;0.02;5.45;LIM
B1/F09-198/JAS/05;F09-198;4;5;1;1;1;0;1.57;38.71;15.38;26.74;1.738621586;0.14;0.13;4.04;LIM
B1/F09-198/JAS/06;F09-198;5;6;1;1;1;0;1.46;39.79;14.13;23.43;1.658174098;0.09;0.07;3.16;LIM
B1/F09-198/JAS/07;F09-198;6;7;1;1;1;0;1.85;23.49;18.87;30.89;1.636989931;0.04;0.12;1.97;SAP
B1/F09-198/JAS/08;F09-198;7;8;1;1;1;0;1.7;12.32;23.01;37.95;1.64928292;0.04;0.11;1.04;SAP
B1/F09-198/JAS/09;F09-198;8;9;1;1;1;0;1.44;11.43;23.74;39.81;1.676916596;0.02;0.13;1.15;SAP
B1/F09-198/JAS/10;F09-198;9;10;1;1;1;0;1.79;8.25;24.22;41.45;1.711395541;0.03;0.21;1.19;SAP
B1/F09-198/JAS/11;F09-198;10;11;1;1;1;0;1.91;11.72;21.77;36.28;1.666513551;0.02;0.13;1.55;SAP
B1/F09-198/JAS/12;F09-198;11;12;1;1;1;0;1.81;11.23;23.04;37.21;1.615017361;0.02;0.2;1.42;SAP
B1/F09-198/JAS/13;F09-198;12;13;1;1;1;0;0.53;7.79;23.66;40.38;1.706677937;0.01;0.15;1.06;SAP
B1/F09-198/JAS/14;F09-198;13;14;1;1;1;0;0.35;5.97;23.52;41.5;1.764455782;0;0.19;0.95;SROC
B1/F09-198/JAS/15;F09-198;14;15;1;1;1;0;0.33;5.89;23.73;41.6;1.753055204;0;0.16;1;RSAP
B1/F09-198/JAS/16;F09-198;15;16;1;1;1;0;0.27;5.2;24.42;43.57;1.784193284;0.01;0.18;0.98;SROC
B1/F09-198/JAS/17;F09-198;16;17;1;1;1;0;0.24;5.11;27.18;46.56;1.713024283;0.01;0.14;0.97;SAP
B1/F09-198/JAS/18;F09-198;17;18;1;1;1;0;0.27;5.75;24.31;41.07;1.689428219;0;0.21;1.01;RSAP
B1/F09-198/JAS/19;F09-198;18;19;1;1;1;0;0.27;5.43;26.69;44.51;1.667665792;0;0.15;1.01;SROC
B1/F09-198/JAS/20;F09-198;19;20;1;1;1;0;0.32;6.73;23.76;40.43;1.701599327;0;0.19;1;RSAP
B1/F09-198/JAS/21;F09-198;20;21;1;1;1;0;0.33;6.75;24.18;40.2;1.662531017;0;0.16;1.08;SROC
B1/F09-198/JAS/22;F09-198;21;22;1;1;1;0;0.31;6.93;24.57;40.73;1.657712658;0;0.19;1.27;SROC
B1/F09-198/JAS/23;F09-198;22;23;1;1;1;0;0.33;6.74;25.1;41.38;1.648605578;0;0.31;1.56;SROC
B1/F09-198/JAS/24;F09-198;23;24;1;1;1;0;0.29;6.63;23.53;39.36;1.672758181;0;0.43;1.34;RSAP
B1/F09-198/JAS/25;F09-198;24;25;1;1;1;0;0.31;7.06;24.7;40.26;1.629959514;0;0.36;1.32;RSAP
B1/F09-198/JAS/26;F09-198;25;26;1;1;1;0;0.29;6.45;23.68;40.24;1.699324324;0;0.36;1.05;RSAP
B1/F09-198/JAS/27;F09-198;26;27.25;1.25;1;1;0;0.3;6.09;23.97;40.35;1.683354193;0;0.21;1;RSAP
B1/F09-199/JAS/01;F09-199;0;1;1;1;1;0;0.36;33.17;0.03;24.07;802.3333333;0.08;0.11;19.53;LIM
B1/F09-199/JAS/02;F09-199;1;2;1;1;1;0;0.53;39.14;0.13;21.93;168.6923077;0.03;0.14;16.54;LIM
B1/F09-199/JAS/03;F09-199;2;3;1;1;1;0;0.79;44.9;0.08;22.18;277.25;0.07;0.09;11.61;LIM
B1/F09-199/JAS/04;F09-199;3;4;1;1;1;0;1.12;51.45;0.81;22.27;27.49382716;0.01;0.1;7.35;LIM
B1/F09-199/JAS/05;F09-199;4;5;1;1;1;0;1.18;50.4;0.57;23.3;40.87719298;0.1;0.14;4.74;LIM
B1/F09-199/JAS/06;F09-199;5;6;0.9;0.9;1;0;1.22;44.6;0.83;25;30.12048193;0.06;0.09;5.29;LIM
B1/F09-199/JAS/07;F09-199;6;6.6;0.6;1;1;0;1.44;43.28;1.3;25.12;19.32307692;0;0.02;4.56;SAP
B1/F09-199/JAS/08;F09-199;6.6;7;0.4;1;1;0;1.5;34.15;4.35;29.52;6.786206897;0.06;0.54;3.24;SAP
B1/F09-199/JAS/09;F09-199;7;8;1;1;1;0;1.49;35.74;5.02;26.91;5.360557769;0.07;0.48;2.74;LIM
B1/F09-199/JAS/10;F09-199;8;9;1;1;1;0;1.81;17.69;14.72;35.46;2.408967391;0.03;0.33;1.23;SAP
B1/F09-199/JAS/11;F09-199;9;9.4;0.4;1;1;0;1.76;13.13;17.68;39.07;2.209841629;0.02;0.36;0.88;RSAP
B1/F09-199/JAS/12;F09-199;9.4;10;0.6;1;1;0;1.34;10.87;26.61;39.97;1.502066892;0.02;0.45;3.42;SAP
B1/F09-199/JAS/13;F09-199;10;11;1;1;1;0;1.34;10.35;21.19;42.18;1.990561586;0.02;0.48;1.14;SAP
B1/F09-199/JAS/14;F09-199;11;12;1;1;1;0;1.21;10.84;21.3;40.81;1.915962441;0.02;0.28;0.8;SAP
B1/F09-199/JAS/15;F09-199;12;12.3;0.3;1;1;0;1.21;10.84;21.3;40.81;1.915962441;0.02;0.28;0.8;SAP
B1/F09-199/JAS/16;F09-199;12.3;13;0.7;1;1;0;1.21;10.84;21.3;40.81;1.915962441;0.02;0.28;0.8;RSAP
B1/F09-199/JAS/17;F09-199;13;14;1;1;1;0;1.21;10.84;21.3;40.81;1.915962441;0.02;0.28;0.8;BRK
B1/F09-199/JAS/18;F09-199;14;14.3;0.3;1;1;0;1.21;10.84;21.3;40.81;1.915962441;0.02;0.28;0.8;BRK
B1/F09-200/JAS/01;F09-200;0;1;1;1;1;0;0.77;26.49;18.18;31.03;1.706820682;0.09;0.19;4.49;LIM
B1/F09-200/JAS/02;F09-200;1;2;1;1;1;0;0.91;25.2;18.06;30.39;1.682724252;0.05;0.22;3.98;LIM
B1/F09-200/JAS/03;F09-200;2;2.4;0.4;1;1;0;1.02;26.84;16.37;29.27;1.788026878;0.02;0.2;3.77;SAP
B1/F09-200/JAS/04;F09-200;2.4;3;0.6;1;1;0;1.12;25.57;17.69;30.71;1.736009045;0.04;0.24;3.88;SAP
B1/F09-200/JAS/05;F09-200;3;4;1;1;1;0;0.59;17.11;23.41;38.31;1.636480137;0.19;0.27;6.49;SAP
B1/F09-200/JAS/06;F09-200;4;4.4;0.4;1;1;0;0.69;14.39;22.32;38.4;1.720430108;0.08;0.24;3.18;SAP
B1/F09-200/JAS/07;F09-200;4.4;5;0.6;1;1;0;0.46;9.44;24.09;39.86;1.654628477;0.02;0.32;1.81;RSAP
B1/F09-200/JAS/08;F09-200;5;5.25;0.25;1;1;0;0.28;5.61;24.72;38.17;1.544093851;0;0.3;1.09;BLD
B1/F09-200/JAS/09;F09-200;5.25;6;0.75;1;1;0;0.79;17.34;23.63;37.21;1.574693187;0.06;0.39;3.23;SAP
B1/F09-200/JAS/10;F09-200;6;7;1;1;1;0;0.88;14.14;23.79;39.25;1.649852879;0.04;0.44;2.16;SAP
B1/F09-200/JAS/11;F09-200;7;8;1;1;1;0;0.88;11.9;24.38;40.3;1.652994258;0.03;0.22;1.57;SAP
B1/F09-200/JAS/12;F09-200;8;9;1;1;1;0;0.86;15.93;23.5;38.81;1.651489362;0.05;0.23;2.26;SAP
B1/F09-200/JAS/13;F09-200;9;9.7;0.7;1;1;0;0.95;18.02;23.09;37.59;1.627977479;0.06;0.24;2.93;SAP
B1/F09-200/JAS/14;F09-200;9.7;10;0.3;1;1;0;0.58;5.54;24.92;40.29;1.616773676;0;0.24;1.1;SAP
B1/F09-200/JAS/15;F09-200;10;10.57;0.57;1;1;0;1.44;10.62;24.75;39.3;1.587878788;0.04;0.17;2.29;SAP
B1/F09-200/JAS/16;F09-200;10.57;11;0.43;1;1;0;1.04;5.05;23.73;39.53;1.665823852;0;0.17;0.98;SROC
B1/F09-200/JAS/17;F09-200;11;12;1;1;1;0;1.52;26.01;17.01;28.39;1.669018225;0.07;0.56;3.42;SAP
B1/F09-200/JAS/18;F09-200;12;13;1;1;1;0;1.8;8.34;22.29;38.83;1.742036788;0.01;0.25;1.25;SAP
B1/F09-200/JAS/19;F09-200;13;14;1;1;1;0;1.74;14.19;22.87;35.12;1.535636205;0.03;0.29;1.25;SAP
B1/F09-200/JAS/20;F09-200;14;15;1;1;1;0;1.43;9.94;22.42;38.4;1.712756467;0.04;0.13;1.12;SAP
B1/F09-200/JAS/21;F09-200;15;15.5;0.5;1;1;0;0.69;5.59;24.92;40.47;1.62399679;0;0.29;0.98;BLD
B1/F09-200/JAS/22;F09-200;15.5;16;0.5;1;1;0;1.39;13.38;21.18;34.83;1.644475921;0.04;0.53;1.46;SAP
B1/F09-200/JAS/23;F09-200;16;17;1;1;1;0;1.09;20.43;18.35;30.55;1.664850136;0.04;0.32;1.89;SAP
B1/F09-200/JAS/24;F09-200;17;18;1;1;1;0;1.4;20.59;18.42;30.17;1.637893594;0.06;0.37;1.94;SAP
B1/F09-200/JAS/25;F09-200;18;19;1;1;1;0;0.98;9.77;23.5;40.38;1.718297872;0.02;0.3;1.5;SAP
B1/F09-200/JAS/26;F09-200;19;20;1;1;1;0;0.67;7.76;24.8;42.55;1.715725806;0.02;0.29;1.24;SAP
B1/F09-200/JAS/27;F09-200;20;21;1;1;1;0;0.42;6.72;27.11;44.67;1.647731464;0;0.21;1.13;SAP
B1/F09-200/JAS/28;F09-200;21;22;1;1;1;0;0.4;7.46;26.34;42.48;1.612756264;0.01;0.29;1.12;SAP
B1/F09-200/JAS/29;F09-200;22;22.68;0.68;1;1;0;0.44;8.72;25.35;40.8;1.609467456;0.01;0.3;1.07;SAP
B1/F09-200/JAS/30;F09-200;22.68;23;0.32;1;1;0;0.29;5.62;23.6;39.76;1.684745763;0;0.24;0.97;SAP
B1/F09-200/JAS/31;F09-200;23;24;1;1;1;0;0.39;8.14;23.07;40.64;1.761595145;0.01;0.26;1.25;SAP
B1/F09-200/JAS/32;F09-200;24;25;1;1;1;0;0.43;9.08;24.72;39.56;1.600323625;0.01;0.23;1.1;SAP
B1/F09-200/JAS/33;F09-200;25;26;1;1;1;0;0.51;8.59;22.57;40.32;1.78644218;0.01;0.21;1.15;SAP
B1/F09-200/JAS/34;F09-200;26;27;1;1;1;0;0.46;8.52;23.78;40.33;1.695962994;0.01;0.26;1.27;SAP
B1/F09-200/JAS/35;F09-200;27;28;1;1;1;0;0.4;7.63;24.46;40.54;1.657399836;0.01;0.18;1.08;RSAP
B1/F09-200/JAS/36;F09-200;28;28.5;0.5;1;1;0;0.41;7.62;25.87;40.61;1.569771937;0.01;0.25;1.2;RSAP
B1/F09-201/JAS/01;F09-201;0;1;1;1;1;0;0.73;30.48;7.13;28.43;3.987377279;0.14;0.2;9.39;LIM
B1/F09-201/JAS/02;F09-201;1;2;1;1;1;0;1.21;22.49;10.55;36.77;3.485308057;0.07;0.29;3.32;SAP
B1/F09-201/JAS/03;F09-201;2;3;1;1;1;0;1.48;15.65;15.79;41.46;2.625712476;0.03;0.32;1.95;SAP
B1/F09-201/JAS/04;F09-201;3;3.65;0.15;0.230769231;1;0;1.39;15.28;14.32;44.96;3.139664804;0.03;0.41;2;BLD
B1/F09-201/JAS/05;F09-201;3.65;4;0.35;1;1;0;1.39;15.28;14.32;44.96;3.139664804;0.03;0.41;2;SAP
B1/F09-201/JAS/06;F09-201;4;5;1;1;1;0;1.37;12.5;20.33;42.34;2.082636498;0.02;0.29;2.69;SAP
B1/F09-201/JAS/07;F09-201;5;6;1;1;1;0;1.27;11.48;20.72;42.38;2.045366795;0.02;0.16;1.17;SAP
B1/F09-201/JAS/08;F09-201;6;7;1;1;1;0;1.05;9.72;23.99;43.52;1.814089204;0.01;0.17;1.1;SAP
B1/F09-201/JAS/09;F09-201;7;8;1;1;1;0;0.92;12.85;18.45;43.59;2.362601626;0.02;0.37;1.53;SAP
B1/F09-201/JAS/10;F09-201;8;9;1;1;1;0;0.92;12.85;18.45;43.59;2.362601626;0.02;0.37;1.53;BRK
B1/F09-201/JAS/11;F09-201;9;10;1;1;1;0;0.92;12.85;18.45;43.59;2.362601626;0.02;0.37;1.53;BRK
B1/F09-202/JAS/01;F09-202;0;1;0.63;0.63;1;0;0.54;23.16;18.22;30.77;1.688803513;0.24;0.13;6.83;LIM
B1/F09-202/JAS/02;F09-202;1;2;1;1;1;0;0.81;20.62;21.16;37.01;1.74905482;0.05;0.25;3.35;LIM
B1/F09-202/JAS/03;F09-202;2;3;1;1;1;0;0.7;14.66;22.05;37.88;1.717913832;0.04;0.2;2.66;LIM
B1/F09-202/JAS/04;F09-202;3;3.37;0.37;1;1;0;0.31;5.78;23.31;39.57;1.697554698;0;0.31;1.24;BLD
B1/F09-202/JAS/05;F09-202;3.37;4;0.63;1;1;0;0.78;21.75;20.54;34.23;1.666504382;0.05;0.16;4.69;LIM
B1/F09-202/JAS/06;F09-202;4;5;1;1;1;0;1.08;39.33;14.45;24.23;1.676816609;0;0.01;6.5;LIM
B1/F09-202/JAS/07;F09-202;5;6;1;1;1;0;1.74;34.71;16.18;27.03;1.670580964;0.06;0.07;3.68;LIM
B1/F09-202/JAS/08;F09-202;6;7;1;1;1;0;1.36;39.63;14.32;23.69;1.654329609;0.09;0.02;4.3;LIM
B1/F09-202/JAS/09;F09-202;7;8;1;1;1;0;1.48;45.61;13.08;21.36;1.633027523;0.04;0.05;3.39;SAP
B1/F09-202/JAS/10;F09-202;8;8.4;0.4;1;1;0;2.03;24.51;18.18;29.72;1.634763476;0.03;0.12;1.9;SAP
B1/F09-202/JAS/11;F09-202;8.4;9;0.6;1;1;0;0.59;7.59;23.19;38.28;1.650711514;0.01;0.16;1.08;SROC
B1/F09-202/JAS/12;F09-202;9;10;1;1;1;0;1.97;20.5;18.52;31.88;1.721382289;0.06;0.14;1.83;SAP
