sample_id;hole_id;depth_from;depth_to;core_length;cr_%;is_old;is_twin;ni;fe;mgo;sio2;sm;co;cao;al2o3;lith
B1/F07-097/JAS/03;F07-097;2;2.5;0.5;1;1;0;1.06;51.8;0.56;21.82;38.96428571;0.08;0.08;7.64;LIM
B1/F07-097/JAS/04;F07-097;2.5;3.3;0.8;1;1;0;1.15;34.62;4.05;27.96;6.903703704;0.21;0.35;9.43;SAP
B1/F07-097/JAS/05;F07-097;3.3;4.3;1;1;1;0;0.92;10.15;27.14;41.83;1.541267502;0.02;0.22;1.45;BRK
B1/F07-097/JAS/06;F07-097;4.3;5.3;1;1;1;0;0.92;10.15;27.14;41.83;1.541267502;0.02;0.22;1.45;BRK
B1/F07-099/JAS/01;F07-099;0;1;1;1;1;0;0.76;20.99;16.25;37.84;2.328615385;0.13;0.25;6.18;SAP
B1/F07-099/JAS/02;F07-099;1;2;1;1;1;0;0.49;12.14;25.91;42.5;1.640293323;0.02;0.17;1.59;RSAP
B1/F07-099/JAS/03;F07-099;2;3;1;1;1;0;0.49;12.14;25.91;42.5;1.640293323;0.02;0.17;1.59;SAP
B1/F07-099/JAS/04;F07-099;3;4;1;1;1;0;0.37;8.36;34.12;43.14;1.264361079;0.01;0.13;1.33;SAP
B1/F07-099/JAS/05;F07-099;4;5;1;1;1;0;0.27;6.46;36.88;44.69;1.211767896;0.01;0.13;0.52;SAP
B1/F07-099/JAS/06;F07-099;5;6;1;1;1;0;0.32;7.28;35.78;45.32;1.266629402;0.01;0.17;1.22;SAP
B1/F07-099/JAS/07;F07-099;6;7;1;1;1;0;0.39;9.03;32.06;44.72;1.394884591;0.01;0.2;1.59;RSAP
B1/F07-099/JAS/08;F07-099;7;7.6;0.6;1;1;0;0.36;8.09;32.55;44.35;1.362519201;0.01;0.49;1.23;RSAP
B1/F07-099/JAS/09;F07-099;7.6;8;0.4;1;1;0;0.36;8.09;32.55;44.35;1.362519201;0.01;0.49;1.23;RSAP
B1/F07-099/JAS/10;F07-099;8;9;1;1;1;0;0.36;8.09;32.55;44.35;1.362519201;0.01;0.49;1.23;RSAP
B1/F07-099/JAS/11;F07-099;9;10;1;1;1;0;0.44;10.76;28.86;43.56;1.509355509;0.01;0.15;1.56;SAP
B1/F07-099/JAS/12;F07-099;10;11;1;1;1;0;0.54;12.11;28.26;42.99;1.521231423;0.01;0.14;1.99;SAP
B1/F07-099/JAS/13;F07-099;11;12;1;1;1;0;0.67;19.51;20.59;38.65;1.877124818;0.01;0.15;3.4;SAP
B1/F07-099/JAS/14;F07-099;12;12.6;0.6;1;1;0;0.64;18.99;20.34;38.67;1.901179941;0.01;0.14;3.8;SAP
B1/F07-099/JAS/15;F07-099;12.6;13;0.4;1;1;0;0.64;18.99;20.34;38.67;1.901179941;0.01;0.14;3.8;BRK
B1/F07-099/JAS/16;F07-099;13;14;1;1;1;0;0.64;18.99;20.34;38.67;1.901179941;0.01;0.14;3.8;BRK
B1/F07-100/JAS/01;F07-100;0;0.7;0.7;1;1;0;1.04;9.61;23.73;39.04;1.645174884;0.02;0.16;2.1;LIM
B1/F07-100/JAS/02;F07-100;0.7;1;0.3;1;1;0;0.98;6.88;27.6;40.66;1.473188406;0.01;0.2;1.22;BLD
B1/F07-100/JAS/03;F07-100;1;2;0.5;0.5;1;0;1.18;17.18;19.26;37.1;1.926272066;0.04;0.21;1.68;BLD
B1/F07-100/JAS/04;F07-100;2;3;1;1;1;0;1.11;13.53;20.75;40.13;1.933975904;0.03;0.21;1.22;SAP
B1/F07-100/JAS/05;F07-100;3;4;1;1;1;0;0.96;19.33;20.01;38.09;1.903548226;0.07;0.06;1.23;SAP
B1/F07-100/JAS/06;F07-100;4;5;1;1;1;0;0.54;10.7;22.25;43.58;1.958651685;0.02;0.19;1.16;SAP
B1/F07-100/JAS/07;F07-100;5;6;1;1;1;0;0.42;9.74;22.87;43.97;1.922606034;0.02;0.24;1.11;SAP
B1/F07-100/JAS/08;F07-100;6;7;1;1;1;0;0.39;8.77;22.33;43.42;1.944469324;0.01;0.17;1.07;RSAP
B1/F07-100/JAS/09;F07-100;7;8;1;1;1;0;0.38;8.34;24.8;42.66;1.72016129;0.01;0.14;0.76;RSAP
B1/F07-100/JAS/10;F07-100;8;9;1;1;1;0;0.33;7.62;27.71;43.06;1.553951642;0.01;0.14;1.36;SROC
B1/F07-100/JAS/11;F07-100;9;10;1;1;1;0;0.33;7.62;27.71;43.06;1.553951642;0.01;0.14;1.36;SROC
B1/F07-101/JAS/01;F07-101;0;1;0.9;0.9;1;0;1.23;36.64;6.87;25.25;3.675400291;0.01;0.17;10.34;LIM
B1/F07-101/JAS/02;F07-101;1;2;1;1;1;0;1.52;19.12;20.1;34.85;1.733830846;0.04;0.15;3.37;SAP
B1/F07-101/JAS/03;F07-101;2;3;1;1;1;0;1.15;10.38;27.31;41.59;1.52288539;0.01;0.24;1.42;BLD
B1/F07-101/JAS/04;F07-101;3;4;1;1;1;0;0.74;11.55;36.09;42.66;1.182044888;0.02;0.31;5.26;SAP
B1/F07-101/JAS/05;F07-101;4;5;1;1;1;0;0.74;11.55;36.09;42.66;1.182044888;0.02;0.31;5.26;BLD
B1/F07-101/JAS/06;F07-101;5;6;1;1;1;0;0.42;8.98;31.07;43.25;1.392018024;0.01;0.15;0.79;SAP
B1/F07-101/JAS/07;F07-101;6;6.5;0.5;1;1;0;0.39;8.27;32.49;42.71;1.314558326;0.01;0.13;0.65;SAP
B1/F07-101/JAS/08;F07-101;6.5;7.5;1;1;1;0;0.39;8.27;32.49;42.71;1.314558326;0.01;0.13;0.65;BRK
B1/F07-101/JAS/09;F07-101;7.5;8.5;1;1;1;0;0.39;8.27;32.49;42.71;1.314558326;0.01;0.13;0.65;BRK
B1/F07-102/JAS/01;F07-102;0;1;1;1;1;0;0.65;18.7;15.76;34.2;2.170050761;0.04;0.18;5.69;LIM
B1/F07-102/JAS/02;F07-102;1;2;1;1;1;0;0.7;8.71;24.79;42.13;1.699475595;0.01;0.21;1.6;LIM
B1/F07-102/JAS/03;F07-102;2;3;1;1;1;0;0.47;10.44;20.96;41.63;1.986164122;0.02;0.66;1.69;LIM
B1/F07-102/JAS/04;F07-102;3;4;1;1;1;0;0.64;13.42;19.35;40.47;2.091472868;0.02;0.14;1.42;SAP
B1/F07-102/JAS/05;F07-102;4;5;1;1;1;0;0.35;7.46;30.22;43.41;1.436465917;0;0.13;1.6;SROC
B1/F07-102/JAS/06;F07-102;5;6;1;1;1;0;0.27;5.93;31.13;42.65;1.370061034;0;0.17;1.17;SROC
B1/F07-103/JAS/01;F07-103;0;1;1;1;1;0;0.63;46.75;1.05;21.59;20.56190476;0.02;0.13;12.8;LIM
B1/F07-103/JAS/02;F07-103;1;2;1;1;1;0;1.06;42.85;2.02;25.77;12.75742574;0.03;0.07;6.51;LIM
B1/F07-103/JAS/03;F07-103;2;3;1;1;1;0;1.04;14.65;22.33;41.13;1.841916704;0.02;0.19;3.28;BLD
B1/F07-103/JAS/04;F07-103;3;3.6;0.6;1;1;0;1.04;14.65;22.33;41.13;1.841916704;0.02;0.19;3.28;BLD
B1/F07-103/JAS/05;F07-103;3.6;4;0.4;1;1;0;1.14;13.05;21.02;44.38;2.11132255;0.02;0.26;1.45;SAP
B1/F07-103/JAS/06;F07-103;4;5;1;1;1;0;1.06;13.78;19.83;45.68;2.303580434;0.02;0.19;1.65;SAP
B1/F07-103/JAS/07;F07-103;5;6;1;1;1;0;0.72;13.11;21.59;47.29;2.19036591;0.02;0.36;1.44;SAP
B1/F07-103/JAS/08;F07-103;6;7;1;1;1;0;0.37;8.18;31.93;49.63;1.554337614;0.01;0.46;2.3;SAP
B1/F07-103/JAS/09;F07-103;7;8;1;1;1;0;0.37;8.18;31.93;49.63;1.554337614;0.01;0.46;2.3;BRK
B1/F07-103/JAS/10;F07-103;8;9;1;1;1;0;0.37;8.18;31.93;49.63;1.554337614;0.01;0.46;2.3;BRK
B1/F07-103/JAS/11;F07-103;9;9.5;0.5;1;1;0;0.37;8.18;31.93;49.63;1.554337614;0.01;0.46;2.3;BRK
B1/F07-104/JAS/01;F07-104;0;1;1;1;1;0;0.44;34.16;11.48;25.37;2.209930314;0;0;18.01;LIM
B1/F07-104/JAS/02;F07-104;1;2;1;1;1;0;0.68;42.64;10.07;23.92;2.375372393;0;0;11.74;LIM
B1/F07-104/JAS/03;F07-104;2;2.8;0.8;1;1;0;0.83;49.43;10.99;21.72;1.976342129;0.15;0;7.32;LIM
B1/F07-104/JAS/04;F07-104;2.8;4;1.2;1;1;0;1.01;41.98;12.42;23.07;1.857487923;0.33;0;7.79;SAP
B1/F07-104/JAS/05;F07-104;4;4.6;0.6;1;1;0;1.28;29.18;15.31;27.5;1.796211626;0.24;0;2.21;SAP
B1/F07-104/JAS/06;F07-104;4.6;5;0.4;1;1;0;1.77;13.9;18.61;35.38;1.901128426;0.09;0;2.16;SAP
B1/F07-104/JAS/07;F07-104;5;5.3;0.3;1;1;0;1.69;11.88;20.84;38.31;1.838291747;0.03;0.09;1.29;RSAP
B1/F07-104/JAS/08;F07-104;5.3;5.45;0.15;1;1;0;0.68;6.3;30.99;39.66;1.279767667;0.01;0.13;1.01;BLD
B1/F07-104/JAS/09;F07-104;5.45;6;0.55;1;1;0;1.5;10.76;22.29;39.88;1.789143114;0.03;0.08;1.34;RSAP
B1/F07-104/JAS/10;F07-104;6;6.85;0.85;1;1;0;1.4;9.59;24.59;39.92;1.623424156;0.03;0.08;1.42;RSAP
B1/F07-104/JAS/11;F07-104;6.85;7;0.15;1;1;0;0.53;7.05;30.89;40.87;1.323081904;0.01;0.15;1.35;BLD
B1/F07-104/JAS/12;F07-104;7;8;1;1;1;0;1.75;11.94;20.19;38.71;1.917285785;0.03;0.18;1.35;RSAP
B1/F07-104/JAS/13;F07-104;8;9;1;1;1;0;1.02;9.84;23.29;40.77;1.750536711;0.02;0.1;0.96;RSAP
B1/F07-104/JAS/14;F07-104;9;10;1;1;1;0;0.58;8.39;26.14;42.46;1.624330528;0.01;0.14;1;RSAP
B1/F07-104/JAS/15;F07-104;10;11;1;1;1;0;0.32;6.24;31.82;43.76;1.375235701;0.01;0.16;1.65;RSAP
B1/F07-104/JAS/16;F07-104;11;11.7;0.7;1;1;0;0.25;6.12;38.4;43.32;1.128125;0;0.28;3.58;RSAP
B1/F07-104/JAS/17;F07-104;11.7;12;0.3;1;1;0;0.27;5.84;36.52;45.58;1.248083242;0;0.32;3.49;RSAP
B1/F07-104/JAS/18;F07-104;12;12.55;0.55;1;1;0;0.22;6.59;44;44.28;1.006363636;0;0.68;8.42;RSAP
B1/F07-104/JAS/19;F07-104;12.55;13;0.45;1;1;0;0.29;5.88;33.61;43.59;1.296935436;0;0.18;1.92;RSAP
B1/F07-104/JAS/20;F07-104;13;14;1;1;1;0;0.32;6.55;30.66;43.89;1.431506849;0;0.16;1.65;RSAP
B1/F07-104/JAS/21;F07-104;14;15;1;1;1;0;0.33;7.41;29.81;43.94;1.474002013;0;0.15;1.97;RSAP
B1/F07-104/JAS/22;F07-104;15;16;1;1;1;0;0.33;6.73;30.96;43;1.388888889;0;0.17;1.51;RSAP
B1/F07-105/JAS/01;F07-105;0;1;1;1;1;0;0.78;44.79;3.1;23.16;7.470967742;0.02;0.07;12.27;LIM
B1/F07-105/JAS/02;F07-105;1;2;1;1;1;0;0.58;40.22;0.36;24.15;67.08333333;0.2;0.15;21.54;LIM
B1/F07-105/JAS/03;F07-105;2;3;1;1;1;0;0.77;42.85;1.45;23.36;16.11034483;0.3;0.27;18.04;LIM
B1/F07-105/JAS/04;F07-105;3;4;1;1;1;0;1.08;51.79;0.7;23.06;32.94285714;0;0.12;9.09;LIM
B1/F07-105/JAS/05;F07-105;4;5;1;1;1;0;0.88;45.6;0.7;22.49;32.12857143;0.14;0.06;11.87;LIM
B1/F07-105/JAS/06;F07-105;5;6;1;1;1;0;0.96;46.56;0.17;22.86;134.4705882;0.11;0.07;9.75;LIM
B1/F07-105/JAS/07;F07-105;6;7;1;1;1;0;1.41;36.69;3.71;26.71;7.199460916;0.03;0.04;8.42;LIM
B1/F07-105/JAS/08;F07-105;7;8;1;1;1;0;1.56;36.2;2.71;25.63;9.457564576;0.01;0.09;6.46;LIM
B1/F07-105/JAS/09;F07-105;8;9;1;1;1;0;1.03;44.28;1.34;20.31;15.15671642;0.07;0.11;9.04;LIM
B1/F07-105/JAS/10;F07-105;9;10;1;1;1;0;1.19;46.11;0.22;25.84;117.4545455;0.14;0.11;11.95;SAP
B1/F07-105/JAS/11;F07-105;10;11;1;1;1;0;1.26;42.71;0.34;28.52;83.88235294;0.13;0.08;13.68;LIM
B1/F07-105/JAS/12;F07-105;11;12;1;1;1;0;1.58;51.35;1.32;24.25;18.37121212;0.06;0.16;7.17;LIM
B1/F07-105/JAS/13;F07-105;12;13;1;1;1;0;1.49;52.77;0.81;23.8;29.38271605;0.07;0.12;5.28;LIM
B1/F07-105/JAS/14;F07-105;13;14;1;1;1;0;1.41;35.33;3.2;30.56;9.55;0.07;0.01;15.01;LIM
B1/F07-105/JAS/15;F07-105;14;15;1;1;1;0;1.23;33.43;2.3;27.21;11.83043478;0.26;0.2;23.06;LIM
B1/F07-105/JAS/16;F07-105;15;16;1;1;1;0;1.08;39.44;3.26;24.91;7.641104294;0.18;0.18;14.4;LIM
B1/F07-105/JAS/17;F07-105;16;17;1;1;1;0;1.37;50.11;1.85;23.55;12.72972973;0.08;0.15;7.62;LIM
B1/F07-105/JAS/18;F07-105;17;18;1;1;1;0;1.32;40.87;4.44;26.4;5.945945946;0;0.03;8.46;LIM
B1/F07-105/JAS/19;F07-105;18;19;1;1;1;0;1.49;47.18;1.15;23.77;20.66956522;0.05;0.08;7.06;LIM
B1/F07-105/JAS/20;F07-105;19;20;1;1;1;0;0.95;22.51;2.35;37.9;16.12765957;0.05;0.74;21.1;SAP
B1/F07-105/JAS/21;F07-105;20;21;1;1;1;0;1.39;41.68;2.1;25.9;12.33333333;0.07;0.02;9.18;SAP
B1/F07-105/JAS/22;F07-105;21;22;1;1;1;0;1.95;26.11;11.78;33.21;2.819185059;0.06;0.32;8.04;SAP
B1/F07-129/JAS/01;F07-129;0;1;1;1;1;0;0.65;19.98;11.62;39.19;3.372633391;0.39;0.15;9.64;LIM
B1/F07-129/JAS/02;F07-129;1;2;1;1;1;0;0.7;25.06;7.9;34.01;4.305063291;0.28;0.14;12.51;LIM
B1/F07-129/JAS/03;F07-129;2;3;1;1;1;0;0.72;20.31;15.84;39.54;2.496212121;0.07;0.22;4.4;LIM
B1/F07-129/JAS/04;F07-129;3;3.5;0.5;1;1;0;0.72;20.31;15.84;39.54;2.496212121;0.07;0.22;4.4;BLD
B1/F07-129/JAS/05;F07-129;3.5;4;0.5;1;1;0;0.37;7.23;34.55;45.54;1.318089725;0.01;0.24;1.06;RSAP
B1/F07-129/JAS/06;F07-129;4;5;1;1;1;0;0.35;8.24;31.98;46.07;1.440587867;0.01;0.22;1.12;RSAP
B1/F07-129/JAS/07;F07-129;5;5.3;0.3;1;1;0;0.36;6.99;36.75;44.04;1.198367347;0;0.19;1.07;BLD
B1/F07-129/JAS/08;F07-129;5.3;6;0.7;1;1;0;0.36;6.99;36.75;44.04;1.198367347;0;0.19;1.07;RSAP
B1/F07-129/JAS/09;F07-129;6;7;1;1;1;0;0.36;6.99;36.75;44.04;1.198367347;0;0.19;1.07;BRK
B1/F07-129/JAS/10;F07-129;7;8;1;1;1;0;0.36;6.99;36.75;44.04;1.198367347;0;0.19;1.07;BRK
B1/F07-130/JAS/01;F07-130;0;0.6;0.6;1;1;1;1.4;38.19;14.19;25.97;1.830162086;0;0.19;5.84;LIM
B1/F07-130/JAS/02;F07-130;0.6;1;0.4;1;1;1;1.35;21.91;18.38;34.21;1.861262242;0.05;0.17;6.39;SAP
B1/F07-130/JAS/03;F07-130;1;2;0.76;0.76;1;1;1.51;21.56;19.88;35.4;1.780684105;0.03;0.2;4.45;SAP
B1/F07-130/JAS/04;F07-130;2;3;1;1;1;1;1.32;17.06;20.51;37.73;1.839590444;0.03;0.36;3.58;SAP
B1/F07-130/JAS/05;F07-130;3;4;1;1;1;1;1.01;16.6;21.5;37.92;1.76372093;0.02;0.22;2.21;SAP
B1/F07-130/JAS/06;F07-130;4;5;1;1;1;1;0.58;10.64;24.72;42.13;1.704288026;0.02;0.15;1.79;RSAP
B1/F07-130/JAS/07;F07-130;5;6;1;1;1;1;0.46;11.27;23.36;41.87;1.792380137;0.03;0.13;1.51;SROC
B1/F07-130/JAS/08;F07-130;6;7;1;1;1;1;0.35;7.64;26.74;40.3;1.50710546;0;0.17;0.88;BRK
B1/F07-131/JAS/01;F07-131;0;1;1;1;1;1;0.94;41.81;5.24;22.06;4.209923664;0.01;0;9.44;LIM
B1/F07-131/JAS/02;F07-131;1;2;1;1;1;1;1.82;30.23;6.09;30.96;5.083743842;0.06;0.31;3.12;LIM
B1/F07-131/JAS/03;F07-131;2;3;1;1;1;1;1.67;14.66;18.77;41.15;2.192328183;0.03;0.23;2.11;SAP
B1/F07-131/JAS/04;F07-131;3;4;1;1;1;1;0.6;11.93;22.47;44.27;1.970182466;0.02;0.29;1.24;RSAP
B1/F07-131/JAS/05;F07-131;4;5;1;1;1;1;0.6;11.93;22.47;44.27;1.970182466;0.02;0.29;1.24;RSAP
B1/F07-131/JAS/06;F07-131;5;6;1;1;1;1;0.6;11.93;22.47;44.27;1.970182466;0.02;0.29;1.24;RSAP
B1/F07-131/JAS/07;F07-131;6;6.6;0.6;1;1;1;0.51;17.64;13.08;44.4;3.394495413;0.03;0.26;1.53;SAP
B1/F07-131/JAS/08;F07-131;6.6;7;0.4;1;1;1;0.51;17.64;13.08;44.4;3.394495413;0.03;0.26;1.53;BLD
B1/F07-131/JAS/09;F07-131;7;7.6;0.6;1;1;1;0.51;17.64;13.08;44.4;3.394495413;0.03;0.26;1.53;BLD
B1/F07-131/JAS/10;F07-131;7.6;8;0.4;1;1;1;0.62;17.41;16.78;41.41;2.467818832;0.04;0.06;0.63;SAP
B1/F07-131/JAS/11;F07-131;8;9;1;1;1;1;0.51;17.64;13.08;44.4;3.394495413;0.03;0.26;1.53;SROC
B1/F07-132/JAS/01;F07-132;0;1;1;1;1;0;0.85;46.2;11.94;24.2;2.02680067;0.04;0;8.31;LIM
B1/F07-132/JAS/02;F07-132;1;2;0.5;0.5;1;0;1;44.97;10.7;22.64;2.11588785;0;0.01;7.23;LIM
B1/F07-132/JAS/03;F07-132;2;3;1;1;1;0;1.35;29.23;15.28;29.7;1.943717277;0.07;0.2;3.9;SAP
B1/F07-132/JAS/04;F07-132;3;4;1;1;1;0;1.31;22.78;18.19;34.62;1.90324354;0.05;0.55;4.4;SAP
B1/F07-132/JAS/05;F07-132;4;4.55;0.55;1;1;0;1.38;23.72;18.22;34.1;1.871569704;0.05;0.25;2.8;SAP
B1/F07-132/JAS/06;F07-132;4.55;5;0.45;1;1;0;1;5.92;28.15;40.84;1.45079929;0;0.22;0.96;BLD
B1/F07-132/JAS/07;F07-132;5;6;1;1;1;0;1.52;21.17;17.94;35;1.950947603;0.05;0.06;1.26;SAP
B1/F07-132/JAS/08;F07-132;6;7;1;1;1;0;1.11;12.27;21.87;41.62;1.903063557;0.02;0.31;2.55;SAP
B1/F07-132/JAS/09;F07-132;7;8;1;1;1;0;0.4;7.75;27.71;42.4;1.530133526;0.01;0.22;1.44;SROC
B1/F07-132/JAS/10;F07-132;8;9;1;1;1;0;0.29;6.14;30.26;41.8;1.381361533;0;0.31;0.95;BRK
B1/F07-133/JAS/01;F07-133;0;1;1;1;1;0;0.95;23.68;18.59;33.25;1.788596019;0.04;0.18;6.3;SAP
B1/F07-133/JAS/02;F07-133;1;2;1;1;1;0;0.96;12.77;23.5;43.44;1.848510638;0.02;0.19;1.49;SAP
B1/F07-133/JAS/03;F07-133;2;3;1;1;1;0;0.38;7.83;32.22;46.29;1.436685289;0.01;0.31;1.5;SAP
B1/F07-133/JAS/04;F07-133;3;4;1;1;1;0;0.57;9.94;28.22;45.42;1.609496811;0.01;0.16;1.42;SAP
B1/F07-133/JAS/05;F07-133;4;5;1;1;1;0;0.8;12.67;23.52;41.25;1.753826531;0.03;0.15;1.21;SAP
B1/F07-133/JAS/06;F07-133;5;6;1;1;1;0;0.78;9.14;29.63;44.25;1.493418832;0.01;0.17;1.23;SAP
B1/F07-133/JAS/07;F07-133;6;7;1;1;1;0;0.91;9.38;28.62;44.25;1.546121593;0.01;0.2;1.52;SAP
B1/F07-133/JAS/08;F07-133;7;8;1;1;1;0;0.63;7.61;32.07;45.2;1.409416901;0.01;0.15;0.97;SAP
B1/F07-133/JAS/09;F07-133;8;9;1;1;1;0;0.33;7.55;35.76;42.35;1.184284116;0.01;0.13;0.69;SAP
B1/F07-133/JAS/10;F07-133;9;10;1;1;1;0;0.33;7.55;35.76;42.35;1.184284116;0.01;0.13;0.69;BRK
B1/F07-133/JAS/11;F07-133;10;11;1;1;1;0;0.33;7.55;35.76;42.35;1.184284116;0.01;0.13;0.69;BRK
B1/F07-134/JAS/01;F07-134;0;1;1;1;1;0;0.76;39.84;11.25;24.37;2.166222222;0.03;0.06;11.86;LIM
B1/F07-134/JAS/02;F07-134;1;2;0.67;0.67;1;0;1.15;44.4;10.39;23.78;2.288739172;0.02;0.05;8.24;LIM
B1/F07-134/JAS/03;F07-134;2;3;1;1;1;0;1.46;50;10.96;22.41;2.044708029;0.02;0.02;6.2;SAP
B1/F07-134/JAS/04;F07-134;3;4;1;1;1;0;1.64;16.33;20.93;36.22;1.730530339;0.02;0.46;6.63;SAP
B1/F07-134/JAS/05;F07-134;4;5;1;1;1;0;1.79;15.77;19.66;36.69;1.866225839;0.02;0.14;2.15;SAP
B1/F07-134/JAS/06;F07-134;5;6;1;1;1;0;1.47;16.22;19.16;36.27;1.893006263;0.02;1.09;2.71;SAP
B1/F07-134/JAS/07;F07-134;6;7;1;1;1;0;1.6;13.79;18.95;37.6;1.984168865;0.02;0.24;1.77;SAP
B1/F07-134/JAS/08;F07-134;7;8;1;1;1;0;1.43;10.08;22.81;40.73;1.785620342;0.01;0.24;2.24;SAP
B1/F07-134/JAS/09;F07-134;8;9;1;1;1;0;1.42;14.44;20.27;38.9;1.919092255;0.02;0.33;1.76;SAP
B1/F07-134/JAS/10;F07-134;9;10;1;1;1;0;1.33;14.42;20.92;38.09;1.820745698;0.02;0.71;1.65;SAP
B1/F07-134/JAS/11;F07-134;10;11;1;1;1;0;1.48;14.82;19.19;38.15;1.988014591;0.01;0.38;1.98;SAP
B1/F07-134/JAS/12;F07-134;11;12;1;1;1;0;1.18;12.59;20.45;39.48;1.930562347;0.01;0.4;1.88;SAP
B1/F07-134/JAS/13;F07-134;12;13;1;1;1;0;1.01;10.84;23.31;40.56;1.74002574;0.01;0.95;1.59;SAP
B1/F07-134/JAS/14;F07-134;13;13.45;0.45;1;1;0;0.61;6.07;30.37;41.19;1.356272637;0;0.31;0.93;BLD
B1/F07-134/JAS/15;F07-134;13.45;14;0.55;1;1;0;1.31;12.05;20.12;39.99;1.987574553;0.01;0.26;1.74;SAP
B1/F07-134/JAS/16;F07-134;14;15;1;1;1;0;1.04;10.28;22.98;40.55;1.764577894;0.01;0.19;1.38;SAP
B1/F07-134/JAS/17;F07-134;15;16;1;1;1;0;0.98;9.42;24.76;41.36;1.670436187;0.01;0.15;1.24;RSAP
B1/F07-134/JAS/18;F07-134;16;16.5;0.5;1;1;0;0.34;5.91;32.12;41.13;1.280510585;0;0.38;0.94;BLD
B1/F07-134/JAS/19;F07-134;16.5;17;0.5;1;1;0;0.41;8.35;26.61;42.77;1.607290492;0;0.2;1.13;SROC
B1/F07-134/JAS/20;F07-134;17;18;1;1;1;0;0.38;7.97;27.23;43.14;1.584282042;0;0.18;1.12;SROC
B1/F07-135/JAS/01;F07-135;0;1;1;1;1;0;0.57;40.36;0.8;22.28;27.85;0.09;0.03;18.24;LIM
B1/F07-135/JAS/02;F07-135;1;2;1;1;1;0;0.87;49.76;0.47;21.08;44.85106383;0.12;0.12;11.32;LIM
B1/F07-135/JAS/03;F07-135;2;3;1;1;1;0;0.99;49.43;1.24;22.54;18.17741935;0.04;0.15;10.98;LIM
B1/F07-135/JAS/04;F07-135;3;4;1;1;1;0;1.13;53;1.78;21.95;12.33146067;0.1;0.22;7.63;LIM
B1/F07-135/JAS/05;F07-135;4;5;1;1;1;0;1.11;47.96;2.71;23.76;8.767527675;0.12;0.02;8.54;LIM
B1/F07-135/JAS/06;F07-135;5;6;1;1;1;0;1.4;52.74;1.08;23.19;21.47222222;0.09;0.13;6.96;LIM
B1/F07-135/JAS/07;F07-135;6;7;1;1;1;0;1.73;27.14;10.01;35.21;3.517482517;0.07;0;6.84;SAP
B1/F07-135/JAS/08;F07-135;7;8;1;1;1;0;1.92;14.32;23.6;40.4;1.711864407;0.03;0.13;2.74;SAP
B1/F07-135/JAS/09;F07-135;8;9;1;1;1;0;1.99;14.15;24.21;37.78;1.560512185;0.04;0.1;1.41;SAP
B1/F07-135/JAS/10;F07-135;9;10;1;1;1;0;1.49;14.28;25.99;38.82;1.493651404;0.06;0.06;1.7;SAP
B1/F07-135/JAS/11;F07-135;10;11;1;1;1;0;1.75;15.7;23.01;35.84;1.557583659;0.09;0.02;1.16;SAP
B1/F07-135/JAS/12;F07-135;11;12;1;1;1;0;1.32;9.85;30.49;40.94;1.342735323;0.03;0.19;1.24;SAP
B1/F07-135/JAS/13;F07-135;12;12.3;0.3;1;1;0;1.32;9.85;30.49;40.94;1.342735323;0.03;0.19;1.24;BLD
B1/F07-135/JAS/14;F07-135;12.3;13;0.7;1;1;0;1.04;13.5;25.66;40.14;1.564302416;0.02;0.13;1.19;SAP
B1/F07-135/JAS/15;F07-135;13;14;1;1;1;0;0.47;8.2;40.38;43.59;1.079494799;0.01;0.16;2.34;SAP
B1/F07-135/JAS/16;F07-135;14;15;0.9;0.9;1;0;0.32;6.72;41.77;43.41;1.039262629;0;0.15;1.3;SAP
B1/F07-135/JAS/17;F07-135;15;16;1;1;1;0;0.35;6.74;39.82;43.07;1.081617278;0.01;0.15;1.03;SAP
B1/F07-135/JAS/18;F07-135;16;17;1;1;1;0;0.35;7.2;41.58;42.86;1.030784031;0.01;0.23;2.01;SAP
B1/F07-135/JAS/19;F07-135;17;18;1;1;1;0;0.35;7.06;39.74;43.5;1.094614997;0.01;0.2;1.29;SAP
B1/F07-135/JAS/20;F07-135;18;19;1;1;1;0;0.29;6;42.1;42.88;1.018527316;0;0.21;0.98;BRK
B1/F07-135/JAS/21;F07-135;19;20;0.9;0.9;1;0;0.27;5.49;39.74;47.01;1.182939104;0;0.21;1.23;BRK
B1/F07-135/JAS/22;F07-135;20;21;1;1;1;0;0.28;6.24;40.28;43.34;1.075968222;0;0.3;1.14;BRK
B1/F07-136/JAS/01;F07-136;0;1;1;1;1;0;0.58;40.16;10.05;22.4;2.228855721;0.08;0.07;12.99;LIM
B1/F07-136/JAS/02;F07-136;1;1.48;0.48;1;1;0;0.87;49.77;10.44;23.69;2.269157088;0.1;0.08;7.65;LIM
B1/F07-136/JAS/03;F07-136;1.48;2;0.52;1;1;0;1.06;51.34;10.85;23;2.119815668;0.07;0.06;4.75;SAP
B1/F07-136/JAS/04;F07-136;2;3.15;1.15;1;1;0;1.65;40.74;12.99;24.16;1.859892225;0.06;0.02;4.13;SAP
B1/F07-136/JAS/05;F07-136;3.15;3.65;0.5;1;1;0;0.62;5.95;30.1;40.25;1.337209302;0;0.28;1.08;BLD
B1/F07-136/JAS/06;F07-136;3.65;4;0.35;1;1;0;1.98;21.86;17.9;32.83;1.834078212;0.04;0.23;1.86;SAP
