hole_id;date;easting_x;northing_y;elevation;elev_topo;eoh;is_old;is_twin;inc_samp
E07-182i;45274;404263.945;114600.614;418.501;436.2879944;15;0;0;15
E07-213;45274;404211.908;114574.469;437.931;450.947998;15;0;0;15
E07-184i ;45274;404300.795;114597.867;420.441;#N/A;15;0;0;15
E07-180i;45274;404213.147;114586.754;430.816;446.4760132;9;0;0;10
E07-186i;45274;404327.303;114599.963;417.149;434.7000122;16;0;0;16
E07-181i;45274;404235.476;114624.136;411.15;433.6870117;15;0;0;15
E07-188i;45274;404347.097;114608.421;415.588;432.9750061;15;0;0;15
E07-183i;45274;404281.713;114624.181;414.008;432.1740112;16;0;0;16
E07-187i;45274;404351.738;114629.139;413.56;430.0100098;15;0;0;15
E07-183A;45274;404310.497;114625.365;416.248;431.4849854;15;0;0;16
E07-153i ;45274;404335.97;114674.747;408.395;#N/A;15;0;0;15
E07-185i;45274;404330.162;114623.801;417.49;431.7470093;15;0;0;15
E07-152i;45274;404301.047;114646.864;410.417;428.7160034;15;0;0;15
E07-151i ;45274;404277.752;114672.667;410.672;#N/A;27;0;0;27
E07-150i;45274;404256.671;114654.943;411.192;427.1470032;18;0;0;18
E07-147i;45274;404181.959;114673.007;408.811;423.9549866;15;0;0;15
E07-148i;45274;404204.862;114650.43;410.558;428.0140076;15;0;0;15
E07-114i;45274;404160.218;114688.853;407.29;420.2990112;25;0;0;26
E07-146i;45274;404162.583;114656.491;410.023;428.0490112;15;0;0;15
E07-116i;45274;404211.737;114707.78;401.216;415.6489868;21;0;0;21
E07-145i;45274;404133.968;114670.501;409.349;423.7309875;15;0;0;15
E07-113i;45274;404132.368;114716.167;396.955;415.0329895;20;0;0;20
E07-118i;45274;404254.251;114696.889;408.033;420.0329895;21;0;0;21
E07-115i;45274;404171.338;114722.438;392.276;413.5069885;14;0;0;14
E07-117i;45274;404231.881;114724.085;402.263;413.3269958;15;0;0;16
E07-082i;45274;404164.952;114744.207;388.405;410.6870117;15;0;0;15
E07-083i;45274;404193.35;114775.938;386.338;404.1669922;21;0;0;22
E07-081i;45274;404129.115;114774.13;388.522;409.4630127;18;0;0;19
E07-048i;45274;404103.619;114800.795;393.42;406.098999;15;0;0;15
E07-050i;45274;404155.03;114802.319;387.661;404.2950134;22;0;0;22
E07-016i;45274;404110.872;114855.557;382.404;397.4219971;15;0;0;15
E07-049i;45274;404131.719;114829.944;385.276;401.0809937;15;0;0;15
E07-017i;45274;404136.441;114874.344;373.13;391.1409912;19;0;0;19
E07-018i;45274;404155.008;114849.695;376.385;396.1400146;17;0;0;18
E07-053i;45274;404235.901;114817.518;384.898;398.9119873;21;0;0;21
E07-019i;45274;404181.239;114880.339;363.472;388.5360107;17;0;0;18
E07-024i;45287;404306.125;114836.712;380.62;397.1170044;15;0;0;15
E07-085i;45274;404236.265;114776.079;389.904;403.5920105;15;0;0;15
E07-055i;45287;404282.865;114824.419;384.128;399.7810059;17;0;0;17
E07-086i;45287;404258.234;114749.429;398.993;411.1809998;15;0;0;15
E07-119i;45287;404278.463;114723.459;405.111;417.2460022;15;0;0;15
E07-054i;45287;404262.012;114796.363;390.273;402.6589966;16;0;0;17
E07-087i;45287;404280.406;114776.484;395.87;406.9790039;15;0;0;15
E07-088i;45287;404304.318;114748.607;398.777;412.2709961;16;0;0;16
E07-120i;45287;404304.521;114700.107;403.519;419.3500061;17;0;0;17
E07-122i;45287;404346.331;114699.906;403.19;417.8569946;15;0;0;15
E07-121i;45287;404318.051;114729.336;397.131;413.9819946;15;0;0;15
E07-123i;45287;404378.234;114732.187;384.343;407.0159912;10;0;0;12
E07-090i;45287;404350.325;114746.177;389.079;407.0490112;15;0;0;15
E07-155i;45287;404378.003;114675.99;401.122;420.4049988;15;0;0;15
E07-089i;45287;404326.562;114774.686;390.884;404.6210022;15;0;0;16
E07-056i;45303;404305.759;114801.15;389.109;402.9460144;13.38;0;0;14
E07-058i;45303;404357.977;114800.671;383.515;397.6860046;15;0;0;15
E07-057i;45303;404338.107;114825.003;382.147;396.4400024;15;0;0;15
E07-021i;45303;404225.863;114876.497;377.685;391.3800049;15;0;0;15
E07-023i;45303;404281.006;114879.146;368.26;386.7109985;15;0;0;15
E07-022i;45303;404263.126;114856.751;376.737;393.6069946;21;0;0;22
E07-020i;45303;404210.621;114860.074;377.608;392.6270142;16;0;0;16
E07-029i;45302;404439.123;114874.922;374.045;387.4580078;12;0;0;12
E07-028i;45302;404411.431;114857.002;373.639;385.6109924;10;0;0;10
E07-031i;45302;404478.048;114873.391;373.447;388.4599915;15;0;0;15
E07-030i;45302;404454.722;114835.38;380.229;393.7430115;12;0;0;12
F07-000i;45302;404496.079;114849.049;367.829;388.0130005;15;0;0;15
F07-001i;45302;404525.535;114874.785;362.47;383.2349854;18;0;1;19
F07-003i;45302;404584.825;114868.462;351.236;373.1220093;21;0;1;21
F07-002i;45302;404553.608;114849.638;354.01;377.5239868;18;0;1;18
F07-005i;45314;404627.058;114875.086;350.371;364.3460083;20;0;1;20
F07-004i;45314;404610.378;114848.42;352.159;370.2219849;21;0;1;23
F07-035i;45314;404577.753;114828.528;357.158;375.151001;20;0;1;20
F07-006;45314;404632.486;114849.46;342.236;363.5650024;20;0;0;22
F07-033i;45314;404535.914;114818.203;360.323;380.9859924;20;0;1;21
E07-063i;45314;404477.768;114826.636;372.93;391.7099915;15;0;0;16
F07-037i;45314;404624.601;114820.847;341.372;367.2630005;18;0;1;20
E07-061i;45314;404432.28;114823.713;383.994;393.947998;10;0;0;11
E07-060i;45314;404406.822;114796.364;384.751;395.2940063;10;0;0;11
F07-036i;45314;404605.863;114799.061;351.591;374.9509888;18;0;1;18
F07-034i;45332;404557.63;114803.691;359.991;380.3340149;18;0;1;20
F07-032i;45320;404499.004;114791.845;367.214;389.7829895;15;0;0;17
E07-062i;45320;404445.134;114784.107;382.322;398.4700012;12;0;0;15
E07-093i ;45320;404424.349;114769.313;388.98;#N/A;10;0;0;11
E07-125A;45320;404411.136;114722.878;391.427;406.1210022;10;0;0;11
E07-127A;45332;404434.548;114730.266;387.335;405.2799988;15;0;0;18
F07-064i;45332;404500.761;114752.697;379.224;396.67099;10;0;0;10
E07-095i;45332;404480.627;114775.02;376.976;395.5820007;15;0;0;19
F07-072i ;45332;404705.431;114751.93;363.081;#N/A;15;0;1;16
F07-065i;45332;404533.13;114773.953;366.687;387.7399902;12;0;1;16
F07-067i;45332;404582.713;114779.289;359.893;379.8729858;12;0;1;12
F07-074;45332;404733.254;114751.391;354.525;355.7900085;12;0;0;12
F07-071i;45339;404684.931;114769.331;359.37;357.1530151;15;0;1;17
F07-073i;45332;404729.637;114776.543;362.05;356.3200073;15;0;1;16
F07-040i;45339;404708.387;114799.632;357.759;351.6839905;15;0;1;15
F07-042;45339;404734.137;114799.691;359.829;353.1489868;18;0;1;18
F07-040A;45342;404685.689;114797.387;350.378;350.6499939;15;0;1;18
F07-008i;45386;404709.313;114850.281;344.945;340.7950134;15;0;0;15
F07-130A;45342;404559.098;114672.752;388.845;390.7080078;10;0;1;16
F07-010;45342;404728.673;114851.047;350.231;342.2359924;20;0;1;20
F07-130i;45342;404557.693;114650.084;390.786;397.5010071;10;0;1;13
F07-161i;45342;404535;114622.798;389.625;408.8089905;9;0;1;10
F07-009i;45342;404731.275;114872.721;345.367;339.6359863;20;0;0;20
F07-161A;45352;404509.805;114625.321;386.575;410.4400024;10;0;1;12
F07-011;45352;404758.182;114874.153;347.176;338.6560059;19;0;1;19
F07-160i;45352;404500.057;114602.003;393.631;417.2200012;9;0;0;9
F07-011i;45352;404779.91;114874.903;339.489;334.3399963;8;0;1;8
E07-223i;45352;404474.093;114569.501;410.727;426.2709961;15;0;0;18
F07-012;45352;404777.607;114842.024;348.783;341.9339905;15;0;0;16
F07-193A;45352;404503.003;114561.853;410.425;425.6910095;20;0;1;20
F07-192i;45358;404502.89;114544.828;415.589;429.4609985;15;0;0;16
F07-225i;45358;404529.675;114520.156;415.699;433.8200073;10;0;1;11
F07-010i;45358;404754.068;114855.5;350.309;342.5660095;20;0;1;22
F07-226i;45358;404550.616;114494.073;420.189;436.0939941;13.5;0;0;14
F07-041i;45358;404731.065;114822.827;355.156;347.45401;20;0;1;24
F08-003;45366;404551.551;114472.118;429.036;441.0180054;13;0;1;15
F07-043;45366;404755.686;114816.554;358.209;349.3110046;15;0;1;15
F08-003i;45366;404582.263;114475.929;412.568;430.1579895;12;0;1;13
F07-043i;45366;404778.842;114815.094;355.571;345.7369995;10;0;1;12
F07-044;45366;404774.989;114793.971;359.347;348.2090149;10;0;0;12
F07-042i;45366;404759.033;114799.754;361.081;351.4649963;13;0;1;14
F07-228;45366;404573.683;114496.186;409.768;428.7550049;18.6;0;0;19
F07-075;45366;404754.746;114777.033;359.143;352.5310059;13;0;0;17
F07-227i;45372;404581.933;114528.298;402.627;420.1069946;22.5;0;1;27
F07-131i;45372;404580.444;114671.373;379.872;387.9989929;12;0;1;15
F07-229A;45372;404600.54;114523.666;396.759;413.7950134;18;0;1;19
F07-163i;45372;404572.631;114631.173;384.863;400.4230042;12;0;1;15
F08-050i;45524;404964.076;114398.267;423.768;408.7720032;6;0;0;7
F08-081i;45524;404936.652;114375.817;424.814;414.8729858;6.15;0;0;7
F08-082;45524;404939.213;114342.536;429.939;428.368988;10;0;1;13
F08-082i;45524;404952.65;114339.778;429.14;428.7680054;6;0;1;6
F08-106i;45503;404768.516;114296.152;460.129;458.92099;10;0;0;10
F08-108;45503;404791.356;114297.703;461.28;458.2739868;10;0;1;10
F08-108i;45503;404816.298;114298.168;456.402;456.5249939;11;0;1;11
F08-109i;45503;404835.062;114317.702;440.144;441.9129944;9;0;0;9
F08-110;45503;404833.296;114299.715;449.625;453.5280151;12;0;1;12
F08-110i;45503;404858.444;114297.56;445.745;452.9700012;16;0;1;18
F08-111;45503;404861.431;114317.405;440.667;439.428009;8;0;1;11
F08-111i;45503;404880.563;114321.704;437.648;435.9949951;12;0;1;12
F08-112;45503;404887.067;114297.354;440.319;451.6270142;10;0;1;10
F08-112i;45524;404910.398;114289.365;448.076;455.7430115;15;0;1;16
F08-113;45524;404913.109;114321.044;437.463;436.4790039;14;0;1;16
F08-113i;45524;404932.524;114320.554;439.841;437.8110046;10;0;1;11
F08-114;45524;404932.667;114300.354;444.066;448.1940002;10;0;1;12
F08-114i;45524;404958.377;114295.64;445.305;448.6629944;10;0;1;12
F08-115;45524;404955.682;114318.207;436.455;437.9819946;8;0;0;9
F08-137A;45478;404722.96;114254.565;451.205;479.8580017;8;0;0;8
F08-138;45478;404728.796;114245.385;456.71;483.4779968;6;0;1;7
F08-138i;45503;404761.415;114239.945;470.374;486.0010071;8;0;1;9
F08-139i;45503;404780.393;114268.921;470.713;473.677002;9;0;0;9
F08-140;45503;404782.091;114244.392;480.526;485.1260071;13;0;1;13
F08-140i;45570;404803.57;114242.491;423.685;487.1610107;15;0;1;15
F08-141;45503;404812.731;114281.046;461.023;467.0409851;12;0;1;12
F08-141i;45503;404830.922;114275.007;456.072;469.9960022;14;0;1;15
F08-142;45570;404827.632;114237.969;422.423;489.1069946;15;0;0;16
F08-143;45503;404861.591;114272.361;449.688;469.8190002;10;0;1;10
F08-143i;45503;404877.65;114266.358;450.741;471.0620117;11;0;1;13
F08-144;45524;404890.612;114235.272;473.091;479.7460022;9;0;1;9
F08-144i;45524;404907.102;114247.634;464.266;472.7250061;6.5;0;1;7
F08-145;45524;404910.614;114275.048;451.132;463.45401;12;0;1;15
F08-145i;45524;404924.097;114264.602;455.269;465.0570068;6;0;1;8
F08-162i;45414;404557.837;114193.302;518.105;537.052002;16.5;0;1;18
F08-164i;45429;404598.312;114193.354;516.576;530.7299805;10;0;1;12
F08-169i;45478;404727.79;114221.672;467.468;492.8039856;10;0;0;10
F08-170;45478;404727.71;114195.096;480.714;503.0119934;10;0;1;10
F08-170i;45570;404765.656;114190.405;484.167;508.0820007;13;0;1;13
F08-171;45570;404758.32;114219.175;477.016;495.3619995;10;0;1;12
F08-171i;45503;404782.636;114215.389;484.736;499.0150146;10;0;1;10
F08-172i;45570;404807.491;114192.826;489.697;508.3659973;15;0;1;15
F08-173i;45570;404840.012;114215.83;435.806;497.9490051;8;0;1;12
F08-174i;45570;404857.72;114194.159;482.992;503.6119995;17;0;1;17
F08-175i;45571;404886.956;114223.577;479.085;484.9710083;7;0;1;7
F08-176i;45570;404905.112;114190.737;471.54;491.0150146;20;0;1;20
F08-178i;45571;404957.762;114190.713;464.426;484.3299866;9;0;1;9
F08-193i;45414;404528.995;114172.704;527.683;544.0440063;10;0;1;11
F08-194i;45407;404550.937;114140.786;532.278;549.5219727;10;0;1;12
F08-195i;45407;404576.507;114169.11;523.576;541.7230225;10;0;1;0
F08-196i;45429;404605.167;114143.302;528.159;543.2420044;15;0;1;20
F08-197i;45429;404626.311;114165.372;523.303;532.5100098;10;0;1;11
F08-201i;45478;404733.775;114171.421;492.155;510.4110107;8;0;0;8
F08-202;45478;404747.545;114144.801;501.525;518.0679932;8;0;1;8
F08-202i;45478;404765.175;114144.057;506.014;519.697998;10;0;1;10
F08-203i;45570;404784.065;114173.704;494.489;514.2789917;15;0;1;15
F08-204i;45478;404808.761;114144.579;507.141;519.7520142;7.5;0;1;8
F08-205i;45570;404832.885;114164.144;497.758;514.8709717;12;0;1;12
F08-206i;45478;404854.038;114140.461;503.555;511.5509949;15;0;1;15
F08-207i;45570;404886.635;114173.494;483.637;498.9070129;12;0;1;12
F08-209i;45571;404928.09;114169.269;466.518;488.6889954;9;0;1;11
F08-210A;45571;404932.214;114143.686;467.494;490.9460144;10;0;1;10
F08-210i;45571;404960.414;114144.76;468.324;488.7000122;9;0;1;10
F08-211;45571;404952.905;114170.552;465.16;486.2879944;11;0;0;11
F08-225i;45414;404527.344;114120.614;537.253;553.7620239;10;0;1;11
F08-226i;45407;404547.477;114093.481;538.61;556.2449951;15;0;1;17
F08-227i;45407;404579.403;114116.651;533.579;550.1350098;15;0;1;17
F08-228i;45407;404593.091;114093.11;534.537;549.71698;22;0;1;24
F08-229i;45429;404627.644;114118.744;528.305;541.1970215;15;0;1;16
F08-230i;45466;404662.413;114097.423;521.216;533.7609863;12.25;0;1;13
F08-232A;45466;404677.853;114094.632;519.786;531.6719971;13;0;1;16
F08-233i;45466;404743.364;114116.892;519.507;523.1309814;10;0;1;10
F08-235i;45466;404784.625;114118.936;515.617;524.2479858;7;0;1;7
F08-236i;45466;404808.188;114100.325;514.955;524.2189941;10;0;1;10
F08-237i;45478;404835.217;114126.412;507.819;516.1690063;10;0;1;10
F08-238i;45478;404857.361;114097.584;504.537;514.0629883;10;0;1;10
F08-240i;45571;404902.957;114093.731;482.036;505.9200134;15;0;1;17
F08-241i;45571;404931.054;114120.411;469.697;496.1560059;8;0;1;8
F08-242A;45571;404920.515;114094.44;477.441;501.5849915;14;0;1;16
F09-001i;45414;404523.504;114069.802;544.88;562.9199829;15;0;1;15
F09-002i;45407;404551.129;114038.537;542.785;561.8690186;15;0;1;17
F09-003i;45407;404574.568;114079.372;538.637;553.7709961;16;0;1;16
F09-004i;45407;404604.225;114041.421;537.422;553.6119995;13.3;0;1;14
F09-005i;45453;404630.142;114069.692;532.393;544.9509888;11.5;0;1;13
F09-006i;45453;404646.913;114047.532;531.018;548.1190186;13.5;0;1;15
F09-007i;45466;404692.502;114072.184;518.962;536.9320068;10;0;1;11
F09-008A;45453;404682.631;114053.306;520.655;542.5819702;10;0;1;11
F09-008i;45453;404704.956;114043.32;524.32;541.3640137;10;0;1;10
F09-009i;45466;404730.386;114069.518;523.926;534.9710083;10;0;1;10
F09-010i;45453;404752.343;114046.422;522.44;531.6439819;10;0;1;10
F09-011i;45466;404775.29;114062.915;518.824;528.4749756;10;0;1;10
F09-012i;45466;404807.184;114049.11;511.876;522.4530029;10;0;1;10
F09-014i;45466;404850.644;114038.056;498.022;511.7260132;5;0;1;5
F09-017i;45571;404928.763;114077.851;477.757;499.3529968;14;0;1;15
F09-035i;45453;404573.607;114018.751;540.05;559.9210205;12.8;0;1;13
F09-037i;45453;404631.76;114017.846;532.605;554.0570068;14;0;1;16
F09-039i;45453;404681.747;114023.668;522.609;546.3699951;10;0;1;10
F09-040A;45453;404675.884;113993.707;530.254;548.8579712;15;0;1;16
F09-041i;45453;404728.662;114021.932;523.592;536.8140259;10;0;1;10
F09-043i;45453;404777.901;114026.667;507.087;526.4470215;10;0;1;10
