sample_id,hole_id,depth_from,depth_to,core_length,cr_%,ni,fe,mgo,sio2,invalid_interval
B1/F09-234/JAS/03,F09-234,2.0,2.0,0.9,#DIV/0!,1.16,22.0,18.22,30.32,True
