sample_id,hole_id,depth_from,depth_to,core_length,cr_%,ni,fe,mgo,sio2
B1/E07-032/JAS/16,E07-032,11.7,12,0.3,1,0.31,7.55,31.94,42.85
B1/E07-032/JAS/17,E07-032,12,13.1,1.1,1,0.29,6.87,33.33,43.35
B1/E07-032/JAS/18,E07-032,13.1,14,0.9,1,0.29,6.74,34.36,43.3
B1/E07-032/JAS/19,E07-032,14,14.55,0.55,1,0.27,5.61,36.31,45.76
B1/E07-032/JAS/20,E07-032,14.55,15,0.45,1,0.27,5.61,36.31,45.76
B1/E07-049/JAS/01,E07-049,0,1,1,1,1.15,29.13,10.22,27.3
B1/E07-049/JAS/02,E07-049,1,2,0.79,0.79,1.94,25.37,9.61,29.53
B1/E07-049/JAS/03,E07-049,2,3,1,1,1.42,20.77,14.16,31.72
B1/E07-049/JAS/04,E07-049,3,4,1,1,1.55,11.49,22.63,37.52
B1/E07-049/JAS/05,E07-049,4,5,1,1,1.52,8.77,26.6,39.51
B1/E07-049/JAS/06,E07-049,5,6,1,1,1.42,7.29,28.27,39.96
B1/E07-049/JAS/07,E07-049,6,7,1,1,1.25,7.21,34.91,39.89
B1/E07-050/JAS/01,E07-050,0,1,1,1,1.55,9.91,27.95,39.19
B1/E07-050/JAS/02,E07-050,1,1.7,0.7,1,1.32,52.85,11.34,22.25
B1/E07-050/JAS/03,E07-050,1.7,2,0.3,1,1.5,48.57,12.58,25.76
B1/E07-050/JAS/04,E07-050,2,3,1,1,1.33,50.67,12.31,23.17
B1/E07-050/JAS/05,E07-050,3,4,1,1,1.58,28.27,15.69,29.71
B1/E07-050/JAS/06,E07-050,4,4.75,0.75,1,1.44,12.18,27.58,37.54
B1/E07-050/JAS/07,E07-050,4.75,5,0.25,1,1.34,7.47,30.45,39.79
B1/E07-050/JAS/08,E07-050,5,6,1,1,1.52,32.31,13.38,26.27
B1/E07-050/JAS/09,E07-050,6,7,1,1,1.56,16.49,19.11,35.12
B1/E07-050/JAS/10,E07-050,7,8,1,1,1.89,14.96,19.92,35.82
B1/E07-050/JAS/11,E07-050,8,9,1,1,0.97,43.46,13.65,23.71
B1/E07-050/JAS/12,E07-050,9,10,1,1,1.37,10.27,27.28,39.02
B1/E07-050/JAS/13,E07-050,10,11,1,1,1.32,9.04,27.02,41.42
B1/E07-050/JAS/14,E07-050,11,11.5,0.5,1,1.12,8.92,29.1,41.28
B1/E07-050/JAS/15,E07-050,11.5,12,0.5,1,1.12,8.06,30.91,41.72
B1/E07-050/JAS/16,E07-050,12,12.6,0.6,1,1.17,10.11,27.05,40.43
B1/E07-050/JAS/17,E07-050,12.6,13,0.4,1,0.59,12,26.79,37.26
B1/E07-050/JAS/18,E07-050,13,13.24,0.24,1,0.6,8.45,31.95,41.15
B1/E07-050/JAS/19,E07-050,13.24,14,0.76,1,0.27,5.49,41.38,39.9
B1/E07-050/JAS/20,E07-050,14,15,1,1,0.28,6.58,40.97,39.44
B1/E07-051/JAS/01,E07-051,0,1,1,1,0.72,38.64,0.66,23.79
B1/E07-051/JAS/02,E07-051,1,2,1,1,1.5,15.48,21.89,36.12
B1/E07-051/JAS/03,E07-051,2,3,0.9,0.9,1.44,10.12,24.66,39.7
B1/E07-051/JAS/04,E07-051,3,4,1,1,1.44,8.92,25.27,40.91
B1/E07-051/JAS/05,E07-051,4,5,1,1,1.59,9.6,24.77,39.49
B1/E07-051/JAS/06,E07-051,5,6,1,1,1.38,9.85,25.21,39.61
B1/E07-051/JAS/07,E07-051,6,7,1,1,1.62,11.95,21.31,38.79
B1/E07-051/JAS/08,E07-051,7,7.75,0.75,1,1.8,8.35,31.43,39.82
B1/E07-051/JAS/09,E07-051,7.75,8,0.25,1,1.47,10.09,24.37,39.01
B1/E07-051/JAS/10,E07-051,8,9,1,1,1.47,11.49,23.36,38.6
B1/E07-051/JAS/11,E07-051,9,10,1,1,1.45,9.03,26.37,39.96
B1/E07-051/JAS/12,E07-051,10,11,1,1,1.1,11.59,23.6,38.85
B1/E07-051/JAS/13,E07-051,11,12,1,1,1.07,10.83,25.24,38.95
B1/E07-051/JAS/14,E07-051,12,13,1,1,0.88,9.33,25.78,40.67
B1/E07-051/JAS/15,E07-051,13,14,1,1,0.69,8.68,27.12,40.78
B1/E07-051/JAS/16,E07-051,14,15,1,1,0.9,9.58,24.83,40.59
B1/E07-051/JAS/17,E07-051,15,16,1,1,1.06,11.21,23.03,38.81
B1/E07-051/JAS/18,E07-051,16,17,0.9,0.9,0.69,8.68,27.12,40.78
B1/E07-051/JAS/19,E07-051,17,18,1,1,0.69,8.68,27.12,40.78
B1/E07-052/JAS/01,E07-052,0,1,1,1,1.28,44.13,12.6,23.48
B1/E07-052/JAS/02,E07-052,1,2,0.9,0.9,1.73,44.93,12.65,23.19
B1/E07-052/JAS/03,E07-052,2,3,1,1,1.63,14.12,21.66,37.44
B1/E07-052/JAS/04,E07-052,3,4,1,1,1.73,12.67,23.78,38.16
B1/E07-052/JAS/05,E07-052,4,5,1,1,1.93,9.77,26.24,39.1
B1/E07-052/JAS/06,E07-052,5,5.4,0.4,1,1.62,10.37,27.97,38.46
B1/E07-052/JAS/07,E07-052,5.4,5.7,0.3,1,0.59,5.8,36.74,40.81
B1/E07-052/JAS/08,E07-052,5.7,6,0.3,1,1.33,11.15,26.31,39.13
B1/E07-052/JAS/09,E07-052,6,7,1,1,1.49,11.87,23.35,39.79
B1/E07-052/JAS/10,E07-052,7,8,1,1,1.82,10.03,27.38,38.95
B1/E07-052/JAS/11,E07-052,8,9,1,1,1.6,9.71,28.32,39.42
B1/E07-052/JAS/12,E07-052,9,10,1,1,1.57,8.52,29.77,39.98
B1/E07-052/JAS/13,E07-052,10,11,1,1,1.43,9.86,28.62,39.04
B1/E07-052/JAS/14,E07-052,11,12,1,1,1.34,10.12,28.25,39.83
B1/E07-052/JAS/15,E07-052,12,13,1,1,1.7,10.81,25.71,39.29
B1/E07-052/JAS/16,E07-052,13,13.6,0.6,1,1.44,8.36,29.45,40.41
B1/E07-052/JAS/17,E07-052,13.6,14.6,1,1,0.79,5.76,36.51,41.55
B1/E07-052/JAS/18,E07-052,14.6,15,0.4,1,1.41,8.29,28.44,41.84
B1/E07-052/JAS/19,E07-052,15,16,1,1,1.46,9.82,26.29,41.57
B1/E07-052/JAS/20,E07-052,16,17,1,1,1.54,9.3,27.83,40.67
B1/E07-052/JAS/21,E07-052,17,17.5,0.5,1,1.14,7.7,31.65,41.1
B1/E07-052/JAS/22,E07-052,17.5,18.5,1,1,0.47,5.54,38.63,40.91
B1/E07-052/JAS/23,E07-052,18.5,19,0.5,1,1.28,8.6,29.24,40.84
B1/E07-052/JAS/24,E07-052,19,20,1,1,1.24,8.88,27.28,42.62
B1/E07-052/JAS/25,E07-052,20,21,1,1,1.43,7.39,31.09,41.23
B1/E07-052/JAS/26,E07-052,21,22,1,1,1.56,8.2,30.61,39.84
B1/E07-052/JAS/27,E07-052,22,23,1,1,1.67,8.93,29.08,40.1
B1/E07-052/JAS/28,E07-052,23,24,1,1,1.27,6.99,33.5,40.57
B1/E07-052/JAS/29,E07-052,24,25,1,1,1.42,6.01,34.4,41.26
B1/E07-052/JAS/30,E07-052,25,26,1,1,1.6,6.95,33.08,40.57
B1/E07-052/JAS/31,E07-052,26,26.5,0.5,1,1.72,6.65,32.54,39.89
B1/E07-053/JAS/01,E07-053,0,1,1,1,0.89,43.08,0.12,23.24
B1/E07-053/JAS/02,E07-053,1,2,1,1,0.81,33.93,0.65,31.12
B1/E07-053/JAS/03,E07-053,2,3,1,1,0.82,26.17,0.96,43.87
B1/E07-053/JAS/04,E07-053,3,4,1,1,1.03,38.53,0.63,28.09
B1/E07-053/JAS/05,E07-053,4,5,1,1,1.05,35.38,0.82,32.06
B1/E07-053/JAS/06,E07-053,5,6,1,1,1.13,35.38,0.66,33.57
B1/E07-053/JAS/07,E07-053,6,7,1,1,0.99,20.85,0.73,56.12
B1/E07-053/JAS/08,E07-053,7,8,1,1,1.33,33.23,1.2,34.78
B1/E07-053/JAS/09,E07-053,8,9,0.9,0.9,1,28.21,1.64,36.56
B1/E07-053/JAS/10,E07-053,9,10,1,1,1.37,31.49,4.3,30.39
B1/E07-053/JAS/11,E07-053,10,11,0.46,0.46,2.18,12.1,18.97,39.01
B1/E07-053/JAS/12,E07-053,11,12,0.75,0.75,1.91,9.63,22.36,41.63
B1/E07-053/JAS/13,E07-053,12,13,1,1,1.92,11.02,22.01,39.5
B1/E07-053/JAS/14,E07-053,13,14,1,1,2,12.81,19.97,38.88
B1/E07-053B/JAS/01,E07-053B,0,1,1,1,0.19,20.98,5.48,32.2
B1/E07-053B/JAS/02,E07-053B,1,2,1,1,0.33,27.27,8.34,27.33
B1/E07-053B/JAS/03,E07-053B,2,3,1,1,0.65,36.73,1.67,24.36
B1/E07-053B/JAS/04,E07-053B,3,4,1,1,1.14,47.22,0.89,23.46
B1/E07-053B/JAS/05,E07-053B,4,5,1,1,1.12,46.11,0.81,26.15
B1/E07-053B/JAS/06,E07-053B,5,6,1,1,1.4,24.85,0.71,30.13
B1/E07-053B/JAS/07,E07-053B,6,7,1,1,1.12,43.8,0.64,28.1
B1/E07-053B/JAS/08,E07-053B,7,8,1,1,1.2,42.78,0.69,25.72
B1/E07-053B/JAS/09,E07-053B,8,9,1,1,1.14,37.32,1.49,28.98
B1/E07-053B/JAS/10,E07-053B,9,10,1,1,1.83,10.6,28.39,39.59
B1/E07-053B/JAS/11,E07-053B,10,11,1,1,1.95,14.17,17.34,39.6
B1/E07-053B/JAS/12,E07-053B,11,12,1,1,2.21,15.62,17.08,37.19
B1/E07-053B/JAS/13,E07-053B,12,12.3,0.3,1,2.04,11.02,22.56,39.55
B1/E07-053B/JAS/14,E07-053B,12.3,13,0.7,1,2.04,11.02,22.56,39.55
B1/E07-053B/JAS/15,E07-053B,13,14,1,1,2.06,11.56,21.68,38.27
B1/E07-053B/JAS/16,E07-053B,14,15,1,1,2.23,10.24,23.28,39.32
B1/E07-053B/JAS/17,E07-053B,15,16,1,1,1.98,8.66,24.7,40.65
B1/E07-053B/JAS/18,E07-053B,16,17,1,1,1.02,5.63,23.42,53.27
B1/E07-053B/JAS/19,E07-053B,17,18,1,1,1.47,6.81,23.25,47.67
B1/E07-053B/JAS/20,E07-053B,18,19,1,1,1.63,7.14,27.41,41.68
B1/E07-053B/JAS/21,E07-053B,19,19.3,0.3,1,1.47,6.71,26.38,44.43
B1/E07-053B/JAS/22,E07-053B,19.3,19.65,0.35,1,1.63,7.02,27.57,41.2
B1/E07-053B/JAS/23,E07-053B,19.65,20,0.35,1,0.92,4.66,33.49,45.35
B1/E07-053B/JAS/24,E07-053B,20,21,1,1,1.54,7.23,25.37,44.34
B1/E07-053B/JAS/25,E07-053B,21,22,1,1,1.34,5.07,26.44,48.88
B1/E07-053B/JAS/26,E07-053B,22,22.5,0.5,1,1.2,5.07,26.44,48.88
B1/E07-054/JAS/01,E07-054,0,1,1,1,0.55,33.6,5.35,24.52
B1/E07-054/JAS/02,E07-054,1,2,1,1,0.83,38.33,5.215,24.42
B1/E07-054/JAS/03,E07-054,2,3,1,1,1.15,41.93,6.5,25.83
B1/E07-054/JAS/04,E07-054,3,4,1,1,1.21,45.74,6.55,28.5
B1/E07-054/JAS/05,E07-054,4,5,1,1,1.17,44.58,7.76,25.83
B1/E07-054/JAS/06,E07-054,5,6,1,1,1.44,49.11,7.65,24.95
B1/E07-054/JAS/07,E07-054,6,7,1,1,1.36,37.61,9.54,30.49
B1/E07-054/JAS/08,E07-054,7,8,1,1,1.77,22.07,11.83,34.73
B1/E07-054/JAS/09,E07-054,8,9,1,1,2.01,10.26,25.56,40.48
B1/E07-054/JAS/10,E07-054,9,10,1,1,2.21,11.25,26.29,38.14
B1/E07-054/JAS/11,E07-054,10,11,1,1,2.19,13.96,23.63,36.37
B1/E07-054/JAS/12,E07-054,11,12,1,1,1.94,15.01,20.14,38.39
B1/E07-054/JAS/13,E07-054,12,13,1,1,2.15,11.44,24.65,38.65
B1/E07-054/JAS/14,E07-054,13,14,1,1,2.06,10.03,24.4,42.45
B1/E07-054/JAS/15,E07-054,14,15,1,1,1.75,6.11,33.87,40.96
B1/E07-054/JAS/16,E07-054,15,16,1,1,0.39,6.78,38.17,42.56
B1/E07-054/JAS/17,E07-054,16,17,1,1,0.31,5.62,39.55,43.78
B1/E07-054/JAS/18,E07-054,17,18,1,1,0.29,5.74,38.78,42.83
B1/E07-054/JAS/19,E07-054,18,19,1,1,0.26,5.27,41.09,42.67
B1/E07-054/JAS/20,E07-054,19,19.5,0.5,1,0.27,5.26,40.64,42.82
B1/E07-055/JAS/01,E07-055,0,1,1,1,0.41,30.02,2.58,26.44
B1/E07-055/JAS/02,E07-055,1,2,1,1,0.92,39.86,0.21,22.46
B1/E07-055/JAS/03,E07-055,2,3,0.8,0.8,1.11,38.72,0.28,27.81
B1/E07-055/JAS/04,E07-055,3,4,1,1,1.54,42.11,2.22,24.96
B1/E07-055/JAS/05,E07-055,4,5,1,1,1.86,15.22,16.8,37.75
B1/E07-055/JAS/06,E07-055,5,6,1,1,2.48,14.17,18.11,37.72
B1/E07-055/JAS/07,E07-055,6,7,1,1,1.77,8.45,22.05,44.99
B1/E07-055/JAS/08,E07-055,7,8,1,1,1.21,9.54,19.87,48.77
B1/E07-055/JAS/09,E07-055,8,8.43,0.43,1,1.71,9.65,24.77,40.87
B1/E07-055/JAS/10,E07-055,8.43,8.77,0.34,1,1.69,10.6,22.3,40.8
B1/E07-055/JAS/11,E07-055,8.77,9,0.23,1,1.69,10.6,22.3,40.8
B1/E07-055/JAS/12,E07-055,9,10,1,1,1.51,9.39,24.26,41.29
B1/E07-055/JAS/13,E07-055,10,10.31,0.31,1,0.96,12.3,19.51,42.23
B1/E07-055/JAS/14,E07-055,10.31,11,0.69,1,0.96,12.3,19.51,42.23
B1/E07-055/JAS/15,E07-055,11,12,1,1,0.96,12.3,19.51,42.23
B1/E07-055/JAS/16,E07-055,12,12.35,0.35,1,0.96,12.3,19.51,42.23
B1/E07-056/JAS/01,E07-056,0,0.4,0.4,1,0.44,29.61,6.37,28.16
B1/E07-056/JAS/02,E07-056,0.4,1,0.6,1,0.61,33.44,6.34,25.49
B1/E07-056/JAS/03,E07-056,1,1.4,0.4,1,0.81,33.96,7.76,26.72
B1/E07-056/JAS/04,E07-056,1.4,2,0.6,1,0.54,18.53,12.48,59.22
B1/E07-056/JAS/05,E07-056,2,3,1,1,0.59,20.59,12.56,54.99
B1/E07-056/JAS/06,E07-056,3,4,1,1,1.33,46.9,7.17,25.09
B1/E07-056/JAS/07,E07-056,4,5,1,1,1.11,37.33,10.84,31.38
B1/E07-056/JAS/08,E07-056,5,6,1,1,1.79,16.79,19.12,37.86
B1/E07-056/JAS/09,E07-056,6,6.3,0.3,1,0.99,5.75,37.79,40.72
B1/E07-056/JAS/10,E07-056,6.3,7,0.7,1,1.89,13.18,24.48,39.73
B1/E07-056/JAS/11,E07-056,7,8,1,1,1.87,17.16,19.19,35.92
B1/E07-056/JAS/12,E07-056,8,9,1,1,1.3,26.94,13.69,29.74
B1/E07-056/JAS/13,E07-056,9,10,1,1,1.34,10.69,37.6,40.02
B1/E07-056/JAS/14,E07-056,10,10.54,0.54,1,1.54,6.79,33.52,41.69
B1/E07-056/JAS/15,E07-056,10.54,10.74,0.2,1,1.6,8.24,32.37,40.31
B1/E07-056/JAS/16,E07-056,10.74,11,0.26,1,1.56,8.88,29.7,41.11
B1/E07-056/JAS/17,E07-056,11,12,1,1,1.16,7.73,31.7,42.12
B1/E07-056/JAS/18,E07-056,12,13,1,1,0.67,7.16,33.92,43.42
B1/E07-056/JAS/19,E07-056,13,13.27,0.27,1,0.79,7.25,33.72,43.55
B1/E07-056/JAS/20,E07-056,13.27,14,0.73,1,0.41,6.14,39.11,40.91
B1/E07-056/JAS/21,E07-056,14,15,1,1,0.3,5.96,36.26,40.86
B1/E07-057/JAS/01,E07-057,0,1,1,1,0.36,27.76,3.66,29.44
B1/E07-057/JAS/02,E07-057,1,2,1,1,0.5,24.68,0.44,38.23
B1/E07-057/JAS/03,E07-057,2,3,1,1,0.67,28.03,1.45,34.63
B1/E07-057/JAS/04,E07-057,3,4,1,1,0.28,12.63,1.26,69.89
B1/E07-057/JAS/05,E07-057,4,5,1,1,0.93,35.09,1.33,27.88
B1/E07-057/JAS/06,E07-057,5,6,1,1,1.29,33.51,3.42,30.31
B1/E07-057/JAS/07,E07-057,6,6.46,0.46,1,1.19,11.72,20.4,39.26
B1/E07-057/JAS/08,E07-057,6.46,7,0.54,1,1.54,17.13,11.78,40.5
B1/E07-057/JAS/09,E07-057,7,8,1,1,1.95,16.33,16.23,37.14
B1/E07-057/JAS/10,E07-057,8,9,1,1,1.65,11.23,21.72,40
B1/E07-057/JAS/11,E07-057,9,9.52,0.52,1,0.52,9.42,23.3,45.17
B1/E07-057/JAS/12,E07-057,9.52,10,0.48,1,0.52,9.42,23.3,45.17
B1/E07-057/JAS/13,E07-057,10,11,1,1,0.81,9.25,24.54,44.36
B1/E07-057/JAS/14,E07-057,11,12,1,1,0.99,10.58,23.26,41.72
B1/E07-057/JAS/15,E07-057,12,13,1,1,1.18,10.12,21.97,42.33
B1/E07-057/JAS/16,E07-057,13,14,1,1,1.35,10.25,22.34,40.53
B1/E07-057/JAS/17,E07-057,14,15,1,1,1.13,8.92,24.2,42.61
B1/E07-057/JAS/18,E07-057,15,16,1,1,0.8,7.84,27.46,43.71
B1/E07-057/JAS/19,E07-057,16,16.5,0.5,1,0.8,7.84,27.46,43.71
B1/E07-058/JAS/01,E07-058,0,0.36,0.36,1,0.25,22.97,7.56,36.14
B1/E07-058/JAS/02,E07-058,0.36,1,0.64,1,0.56,32.81,6.1,26.16
B1/E07-058/JAS/03,E07-058,1,2,1,1,0.84,40.89,5.58,24.53
B1/E07-058/JAS/04,E07-058,2,2.3,0.3,1,1.01,49.27,5.67,24.04
B1/E07-058/JAS/05,E07-058,2.3,3,0.7,1,0.82,40.07,8.2,32.03
B1/E07-058/JAS/06,E07-058,3,4,0.9,0.9,1.07,44.5,12.17,28.98
B1/E07-058/JAS/07,E07-058,4,5,1,1,1.05,46.45,12.33,27.66
B1/E07-058/JAS/08,E07-058,5,5.38,0.38,1,1.52,33.23,6.61,27.71
B1/E07-058/JAS/09,E07-058,5.38,5.74,0.36,1,1.28,5.69,34.6,40.91
B1/E07-058/JAS/10,E07-058,5.74,6,0.26,1,1.84,11.47,25.31,39.9
B1/E07-058/JAS/11,E07-058,6,7,1,1,1.48,18.82,13.45,38.09
B1/E07-058/JAS/12,E07-058,7,8,1,1,1.86,43.79,12.53,23.57
B1/E07-058/JAS/13,E07-058,8,8.78,0.78,1,1.5,43.31,11.55,24.13
B1/E07-058/JAS/14,E07-058,8.78,9,0.22,1,1.73,6.71,25.79,50.16
B1/E07-058/JAS/15,E07-058,9,9.4,0.4,1,1.53,6.22,31.95,46.7
B1/E07-058/JAS/16,E07-058,9.4,10,0.6,1,0.37,5.29,39.31,44.38
B1/E07-058/JAS/17,E07-058,10,11,1,1,0.24,5.18,40.21,44.48
B1/E07-058/JAS/18,E07-058,11,12,1,1,0.26,5.79,39.23,43.74
B1/E07-058/JAS/19,E07-058,12,13,1,1,0.25,5.5,39.66,43.64
B1/E07-058/JAS/20,E07-058,13,14,1,1,0.29,5.94,38.53,43.29
B1/E07-058/JAS/21,E07-058,14,15,1,1,0.29,6.54,37.28,42.35
B1/E07-058/JAS/22,E07-058,15,15.4,0.4,1,0.29,5.94,38.53,43.29
B1/E07-059/JAS/01,E07-059,0,1,1,1,0.59,37.27,0.35,23.79
B1/E07-059/JAS/02,E07-059,1,2,1,1,1.3,18.23,19.1,34.77
B1/E07-059/JAS/03,E07-059,2,3,1,1,1.46,13.76,19.54,39.46
B1/E07-059/JAS/04,E07-059,3,4,1,1,1.3,13.22,19.14,39.68
B1/E07-059/JAS/05,E07-059,4,5,1,1,0.97,11.65,21.37,41.14
B1/E07-059/JAS/06,E07-059,5,6,1,1,0.32,6.29,30.61,44.65
B1/E07-059/JAS/07,E07-059,6,7,1,1,0.32,6.29,30.61,44.65
B1/E07-059/JAS/08,E07-059,7,8,1,1,0.32,6.29,30.61,44.65
B1/E07-060/JAS/01,E07-060,0,0.5,0.5,1,0.69,19.37,22.49,36.88
B1/E07-060/JAS/02,E07-060,0.5,1,0.5,1,0.27,5.39,44.61,41.34
B1/E07-060/JAS/03,E07-060,1,2,1,1,0.27,5.44,44.24,41.65
B1/E07-061/JAS/01,E07-061,0,1,1,1,0.89,18.31,16.33,36.41
B1/E07-061/JAS/02,E07-061,1,2,1,1,1.1,12.02,21.65,40.02
B1/E07-061/JAS/03,E07-061,2,3,1,1,1.1,12.02,21.79,39.92
B1/E07-061/JAS/04,E07-061,3,4,1,1,0.74,10.69,23.33,42.43
B1/E07-061/JAS/05,E07-061,4,5,1,1,0.37,7.96,28,44.43
B1/E07-061/JAS/06,E07-061,5,6,1,1,0.31,6.97,30.68,44
B1/E07-061/JAS/07,E07-061,6,7,1,1,0.31,6.97,30.68,44
B1/E07-062/JAS/01,E07-062,0,1,1,1,0.73,45.51,11.42,22.68
B1/E07-062/JAS/02,E07-062,1,1.35,0.35,1,1.05,44.92,14,26.19
B1/E07-062/JAS/03,E07-062,1.35,1.6,0.25,1,1.07,7.37,15.95,38.02
B1/E07-062/JAS/04,E07-062,1.6,2,0.4,1,0.57,13.35,43.94,41.2
B1/E07-062/JAS/05,E07-062,2,3,1,1,1.01,38.75,12.82,23.49
B1/E07-062/JAS/06,E07-062,3,4,1,1,1.45,52.28,11.65,22.17
B1/E07-062/JAS/07,E07-062,4,5,0.9,0.9,1.39,47.38,12.06,22.79
B1/E07-062/JAS/08,E07-062,5,6,0.75,0.75,1.57,44.31,12.99,23.54
B1/E07-062/JAS/09,E07-062,6,7,1,1,1.5,20.76,18.23,35.98
B1/E07-062/JAS/10,E07-062,7,8,1,1,1.49,14.42,26.85,39.27
B1/E07-062/JAS/11,E07-062,8,8.65,0.65,1,1.15,13.96,24.31,40.16
B1/E07-062/JAS/12,E07-062,8.65,9,0.35,1,0.52,6.75,35.83,40.88
B1/E07-062/JAS/13,E07-062,9,10,1,1,0.3,5.26,40.17,40.81
B1/E07-062/JAS/14,E07-062,10,11,1,1,1.03,15.13,19.67,40.5
B1/E07-062/JAS/15,E07-062,11,12,0.85,0.85,0.7,12.89,21.42,42.08
B1/E07-062/JAS/16,E07-062,12,13,1,1,0.67,14.15,20.83,41.45
B1/E07-062/JAS/17,E07-062,13,14,1,1,0.41,9.75,28.13,43.6
B1/E07-062/JAS/18,E07-062,14,15,1,1,0.5,11.67,24.17,44.42
B1/E07-062/JAS/19,E07-062,15,16,1,1,0.51,12.11,24.86,45.47
B1/E07-062/JAS/20,E07-062,16,17,1,1,0.37,8.58,29.65,45.34
B1/E07-062/JAS/21,E07-062,17,17.5,0.5,1,0.34,7.6,33.6,43.45
B1/E07-062/JAS/22,E07-062,17.5,18,0.5,1,0.32,7.08,34.99,44.15
B1/E07-062/JAS/23,E07-062,18,19,1,1,0.33,7.26,34.32,43.46
B1/E07-062/JAS/24,E07-062,19,19.5,0.5,1,0.33,7.44,34.14,43.25
B1/E07-063/JAS/01,E07-063,0,1,1,1,0.56,39.02,1.2,22.38
B1/E07-063/JAS/02,E07-063,1,2,1,1,0.8,50.99,1.33,21.41
B1/E07-063/JAS/03,E07-063,2,3,1,1,0.85,51.89,1.91,23.05
B1/E07-063/JAS/04,E07-063,3,4,1,1,1.51,36.56,5.63,29.43
B1/E07-063/JAS/05,E07-063,4,4.6,0.6,1,1.03,43.71,0.92,27.41
B1/E07-063/JAS/06,E07-063,4.6,5,0.4,1,1.2,29.56,18.95,30.32
B1/E07-063/JAS/07,E07-063,5,6,1,1,1.24,49.79,2.2,22.65
B1/E07-063/JAS/08,E07-063,6,7,1,1,1.27,41.29,3.53,25.9
B1/E07-063/JAS/09,E07-063,7,8,1,1,0.98,23.84,16,33.09
B1/E07-063/JAS/10,E07-063,8,9,1,1,0.87,10.24,34.09,42.76
B1/E07-063/JAS/11,E07-063,9,10,1,1,0.45,7.67,36.42,43.4
B1/E07-063/JAS/12,E07-063,10,11,1,1,0.36,7.1,39.77,42.08
B1/E07-064/JAS/01,E07-064,0,1,1,1,0.48,37.69,12.48,24.34
B1/E07-064/JAS/02,E07-064,1,2,1,1,0.66,41.27,11.62,22.12
B1/E07-064/JAS/03,E07-064,2,3,1,1,0.89,50.17,10.1,21.94
B1/E07-064/JAS/04,E07-064,3,4,1,1,0.94,50.57,10.14,22.22
B1/E07-064/JAS/05,E07-064,4,5,1,1,1.1,50.68,12.25,24.74
B1/E07-064/JAS/06,E07-064,5,6,1,1,1.29,50.33,13.79,25.06
B1/E07-064/JAS/07,E07-064,6,7,1,1,1.44,53.93,10.87,22.31
B1/E07-064/JAS/08,E07-064,7,8.1,1.1,1,1.48,46.02,12.31,23.6
B1/E07-064/JAS/09,E07-064,8.1,8.55,0.45,1,0.54,6.25,36.87,40.83
B1/E07-064/JAS/10,E07-064,8.55,9,0.45,1,1.64,29.18,17.27,32.54
B1/E07-064/JAS/11,E07-064,9,10,1,1,1.57,26.28,19.22,32.7
B1/E07-064/JAS/12,E07-064,10,11,1,1,1.09,10.04,26.92,41.6
B1/E07-064/JAS/13,E07-064,11,11.15,0.15,1,0.59,6.68,34.72,42.49
B1/E07-064/JAS/14,E07-064,11.15,11.5,0.35,1,0.92,7.87,29.67,43.25
B1/E07-064/JAS/15,E07-064,11.5,11.7,0.2,1,0.37,5.73,38.09,41.25
B1/E07-064/JAS/16,E07-064,11.7,12,0.3,1,0.95,8.96,28.07,43.26
B1/E07-064/JAS/17,E07-064,12,12.15,0.15,1,0.89,8.63,30.1,41.78
B1/E07-064/JAS/18,E07-064,12.15,13,0.85,1,0.79,11.36,25.65,41.37
B1/E07-064/JAS/19,E07-064,13,14,1,1,0.69,8.97,28.59,44.15
B1/E07-064/JAS/20,E07-064,14,15,1,1,0.5,9.14,31.06,45.6
B1/E07-064/JAS/21,E07-064,15,16,1,1,0.28,5.47,39.08,43.3
B1/E07-064/JAS/22,E07-064,16,17,1,1,0.32,6.06,37.9,42.79
B1/E07-064/JAS/23,E07-064,17,18,1,1,0.32,6.06,37.9,42.79
B1/E07-081/JAS/01,E07-081,0,1,1,1,0.83,41.09,0.67,23.82
B1/E07-081/JAS/02,E07-081,1,2,1,1,1.12,43.9,1.08,25.04
B1/E07-081/JAS/03,E07-081,2,3,1,1,1.25,47.82,0.69,22.7
B1/E07-081/JAS/04,E07-081,3,4,1,1,1.63,33.56,4.68,29.54
B1/E07-081/JAS/05,E07-081,4,5.17,1.17,1,1.72,16.63,17.34,35.58
B1/E07-081/JAS/06,E07-081,5.17,5.44,0.27,1,1.2,6.33,36.38,39.8
B1/E07-081/JAS/07,E07-081,5.44,6,0.56,1,1.63,13.48,18.95,37.91
B1/E07-081/JAS/08,E07-081,6,6.75,0.75,1,1.58,16.59,15.57,36.54
B1/E07-081/JAS/09,E07-081,6.75,7.09,0.34,1,1.32,12.17,19.81,40.39
B1/E07-081/JAS/10,E07-081,7.09,8,0.91,1,1.32,12.17,19.81,40.39
B1/E07-081/JAS/11,E07-081,8,9,1,1,1.2,11.48,19.08,42.11
B1/E07-081/JAS/12,E07-081,9,10,1,1,1.21,11.23,21.03,41.59
B1/E07-081/JAS/13,E07-081,10,11,1,1,0.93,11.94,20.05,43.03
B1/E07-081/JAS/14,E07-081,11,11.75,0.75,1,0.5,7.74,20.91,44.51
B1/E07-081/JAS/15,E07-081,11.75,12.2,0.45,1,0.5,7.74,20.91,44.51
B1/E07-082/JAS/01,E07-082,0,1,1,1,0.84,37.89,12.44,25.21
