sample_id,hole_id,depth_from,depth_to,core_length,cr_%,lith
B1/E07-183B/JAS/01,E07-183B,0,1,1,1,LIM
B1/E07-183B/JAS/02,E07-183B,1,2,1,1,LIM
B1/E07-183B/JAS/03,E07-183B,2,3,1,1,LIM
B1/E07-183B/JAS/04,E07-183B,3,4,1,1,LIM
B1/E07-183B/JAS/05,E07-183B,4,5,1,1,SAP
B1/E07-183B/JAS/06,E07-183B,5,6,1,1,SAP
B1/E07-183B/JAS/07,E07-183B,6,7,1,1,SAP
B1/E07-183B/JAS/08,E07-183B,7,8,1,1,SAP
B1/E07-183B/JAS/09,E07-183B,8,9,1,1,SAP
B1/E07-183B/JAS/10,E07-183B,9,10,1,1,SAP
B1/E07-183B/JAS/11,E07-183B,10,11,1,1,SAP
B1/E07-183B/JAS/12,E07-183B,11,12,0.9,0.9,RSAP
B1/E07-183B/JAS/13,E07-183B,12,13,1,1,RSAP
B1/E07-183B/JAS/14,E07-183B,13,14,1,1,RSAP
B1/E07-183B/JAS/15,E07-183B,14,15,0.7,0.7,RSAP
B1/E07-183B/JAS/16,E07-183B,15,16,1,1,RSAP
B1/E07-183B/JAS/17,E07-183B,16,17,1,1,RSAP
B1/E07-184/JAS/01,E07-184,0,1,1,1,LIM
B1/E07-184/JAS/02,E07-184,1,2,0.85,0.85,LIM
B1/E07-184/JAS/03,E07-184,2,3,1,1,LIM
B1/E07-184/JAS/04,E07-184,3,4,1,1,LIM
B1/E07-184/JAS/05,E07-184,4,5,1,1,LIM
B1/E07-184/JAS/06,E07-184,5,6,1,1,LIM
B1/E07-184/JAS/07,E07-184,6,7,1,1,SAP
B1/E07-184/JAS/08,E07-184,7,7.7,0.7,1,SAP
B1/E07-184/JAS/09,E07-184,7.7,8.35,0.65,1,RSAP
B1/E07-184/JAS/10,E07-184,8.35,9,0.5,0.769230769,RSAP
B1/E07-184/JAS/11,E07-184,9,10,1,1,RSAP
B1/E07-184/JAS/12,E07-184,10,11,1,1,RSAP
B1/E07-184/JAS/13,E07-184,11,12,1,1,SAP
B1/E07-184/JAS/14,E07-184,12,13,1,1,SAP
B1/E07-184/JAS/15,E07-184,13,14,1,1,SAP
B1/E07-185/JAS/01,E07-185,0,1,1,1,LIM
B1/E07-185/JAS/02,E07-185,1,2,1,1,LIM
B1/E07-185/JAS/03,E07-185,2,3,1,1,LIM
B1/E07-185/JAS/04,E07-185,3,4,1,1,LIM
B1/E07-185/JAS/05,E07-185,4,5,1,1,LIM
B1/E07-185/JAS/06,E07-185,5,6,1,1,SAP
B1/E07-185/JAS/07,E07-185,6,7,1,1,SROC
B1/E07-185/JAS/08,E07-185,7,8,1,1,SROC
B1/E07-186/JAS/01,E07-186,0,1,1,1,LIM
B1/E07-186/JAS/02,E07-186,1,2,1,1,LIM
B1/E07-186/JAS/03,E07-186,2,3,0.7,0.7,LIM
B1/E07-186/JAS/04,E07-186,3,3.35,0.35,1,LIM
B1/E07-186/JAS/05,E07-186,3.35,3.5,0.15,1,BLD
B1/E07-186/JAS/06,E07-186,3.5,4,0.5,1,LIM
B1/E07-186/JAS/07,E07-186,4,5,1,1,LIM
B1/E07-186/JAS/08,E07-186,5,6,1,1,SAP
B1/E07-186/JAS/09,E07-186,6,7,1,1,SAP
B1/E07-186/JAS/10,E07-186,7,7.5,0.5,1,SAP
B1/E07-186/JAS/11,E07-186,7.5,8,0.5,1,RSAP
B1/E07-186/JAS/12,E07-186,8,9,1,1,RSAP
B1/E07-186/JAS/13,E07-186,9,10,0.55,0.55,BLD
B1/E07-186/JAS/14,E07-186,10,11,1,1,SAP
B1/E07-186/JAS/15,E07-186,11,12,1,1,SAP
B1/E07-186/JAS/16,E07-186,12,13,1,1,SAP
B1/E07-186/JAS/17,E07-186,13,14,1,1,SAP
B1/E07-186A/JAS/01,E07-186A,0,1,0.83,0.83,LIM
B1/E07-186A/JAS/02,E07-186A,1,2,1,1,LIM
B1/E07-186A/JAS/03,E07-186A,2,3,1,1,LIM
B1/E07-186A/JAS/04,E07-186A,3,4,1,1,LIM
B1/E07-186A/JAS/05,E07-186A,4,5,1,1,SAP
B1/E07-186A/JAS/06,E07-186A,5,6,1,1,SAP
B1/E07-186A/JAS/07,E07-186A,6,6.57,0.57,1,SAP
B1/E07-186A/JAS/08,E07-186A,6.57,7,0.43,1,SAP
B1/E07-186A/JAS/09,E07-186A,7,8,1,1,SAP
B1/E07-186A/JAS/10,E07-186A,8,9,1,1,RSAP
B1/E07-186A/JAS/11,E07-186A,9,10,1,1,RSAP
B1/E07-186A/JAS/12,E07-186A,10,11,1,1,RSAP
B1/E07-186A/JAS/13,E07-186A,11,12,1,1,RSAP
B1/E07-186A/JAS/14,E07-186A,12,13,1,1,RSAP
B1/E07-187/JAS/01,E07-187,0,1,1,1,LIM
B1/E07-187/JAS/02,E07-187,1,2,1,1,LIM
B1/E07-187/JAS/03,E07-187,2,3,1,1,LIM
B1/E07-187/JAS/04,E07-187,3,4,1,1,LIM
B1/E07-187/JAS/05,E07-187,4,5,1,1,SAP
B1/E07-187/JAS/06,E07-187,5,6,1,1,SAP
B1/E07-187/JAS/07,E07-187,6,7,1,1,SAP
B1/E07-187/JAS/08,E07-187,7,8,1,1,BRK
B1/E07-187/JAS/09,E07-187,8,9,1,1,BRK
B1/E07-187/JAS/10,E07-187,9,10,1,1,BRK
B1/E07-188/JAS/01,E07-188,0,1,1,1,LIM
B1/E07-188/JAS/02,E07-188,1,2,1,1,SAP
B1/E07-188/JAS/03,E07-188,2,2.8,0.8,1,SAP
B1/E07-188/JAS/04,E07-188,2.8,3.1,0.3,1,BLD
B1/E07-188/JAS/05,E07-188,3.1,4,0.9,1,SAP
B1/E07-188/JAS/06,E07-188,4,5,1,1,SAP
B1/E07-188/JAS/07,E07-188,5,6,1,1,RSAP
B1/E07-188/JAS/08,E07-188,6,7,0.56,0.56,BLD
B1/E07-188/JAS/09,E07-188,7,8,0.8,0.8,RSAP
B1/E07-188/JAS/10,E07-188,8,9,0.75,0.75,RSAP
B1/E07-188/JAS/11,E07-188,9,10,1,1,RSAP
B1/E07-188/JAS/12,E07-188,10,11,1,1,BLD
B1/E07-188/JAS/13,E07-188,11,12,1,1,BLD
B1/E07-188/JAS/14,E07-188,12,13,1,1,RSAP
B1/E07-189/JAS/01,E07-189,0,1,1,1,LIM
B1/E07-189/JAS/02,E07-189,1,2,1,1,LIM
B1/E07-189/JAS/03,E07-189,2,3,1,1,SAP
B1/E07-189/JAS/04,E07-189,3,3.7,0.67,0.957142857,SAP
B1/E07-189/JAS/05,E07-189,3.7,4.7,1,1,RSAP
B1/E07-189/JAS/06,E07-189,4.7,5,0.3,1,SAP
B1/E07-189/JAS/07,E07-189,5,6,1,1,SAP
B1/E07-189/JAS/08,E07-189,6,7,1,1,SAP
B1/E07-189/JAS/09,E07-189,7,8,1,1,SAP
B1/E07-189/JAS/10,E07-189,8,9,1,1,BRK
B1/E07-189/JAS/11,E07-189,9,10,1,1,BRK
B1/E07-190/JAS/01,E07-190,0,1,1,1,LIM
B1/E07-190/JAS/02,E07-190,1,1.23,0.23,1,BLD
B1/E07-190/JAS/03,E07-190,1.23,2,0.77,1,SAP
B1/E07-190/JAS/04,E07-190,2,3,0.93,0.93,SAP
B1/E07-190/JAS/05,E07-190,3,3.45,0.45,1,SAP
B1/E07-190/JAS/06,E07-190,3.45,4,0.55,1,SAP
B1/E07-190/JAS/07,E07-190,4,4.6,0.6,1,SAP
B1/E07-190/JAS/08,E07-190,4.6,5,0.4,1,SAP
B1/E07-190/JAS/09,E07-190,5,5.37,0.37,1,RSAP
B1/E07-190/JAS/10,E07-190,5.37,5.65,0.28,1,RSAP
B1/E07-190/JAS/11,E07-190,5.65,6,0.35,1,SROC
B1/E07-190/JAS/12,E07-190,6,6.5,0.5,1,SAP
B1/E07-190/JAS/13,E07-190,6.5,7,0.5,1,SAP
B1/E07-190/JAS/14,E07-190,7,8,1,1,SAP
B1/E07-190/JAS/15,E07-190,8,9,0.9,0.9,RSAP
B1/E07-190/JAS/16,E07-190,9,10,1,1,RSAP
B1/E07-190/JAS/17,E07-190,10,11,1,1,RSAP
B1/E07-190/JAS/18,E07-190,11,12,0.92,0.92,RSAP
B1/E07-190/JAS/19,E07-190,12,13,1,1,RSAP
B1/E07-190/JAS/20,E07-190,13,14,1,1,RSAP
B1/E07-190/JAS/21,E07-190,14,15,1,1,BLD
B1/E07-190/JAS/22,E07-190,15,16,1,1,RSAP
B1/E07-190/JAS/23,E07-190,16,17,1,1,BLD
B1/E07-190/JAS/24,E07-190,17,18,1,1,SAP
B1/E07-190/JAS/25,E07-190,18,19,1,1,SAP
B1/E07-190/JAS/26,E07-190,19,20,1,1,SAP
B1/E07-191/JAS/01,E07-191,0,1,1,1,LIM
B1/E07-191/JAS/02,E07-191,1,2,1,1,SAP
B1/E07-191/JAS/03,E07-191,2,3,1,1,BLD
B1/E07-191/JAS/04,E07-191,3,3.5,0.5,1,RSAP
B1/E07-191/JAS/05,E07-191,3.5,4,0.5,1,SAP
B1/E07-191/JAS/06,E07-191,4,5,1,1,SAP
B1/E07-191/JAS/07,E07-191,5,6,1,1,SAP
B1/E07-191/JAS/08,E07-191,6,7,1,1,BRK
B1/E07-191/JAS/09,E07-191,7,8,1,1,BRK
B1/E07-192/JAS/01,E07-192,0,1,1,1,LIM
B1/E07-192/JAS/02,E07-192,1,2,1,1,LIM
B1/E07-192/JAS/03,E07-192,2,3,1,1,SAP
B1/E07-192/JAS/04,E07-192,3,3.6,0.6,1,SAP
B1/E07-192/JAS/05,E07-192,3.6,4,0.4,1,BLD
B1/E07-192/JAS/06,E07-192,4,5,1,1,SAP
B1/E07-192/JAS/07,E07-192,5,6,1,1,SAP
B1/E07-192/JAS/08,E07-192,6,7,1,1,RSAP
B1/E07-192/JAS/09,E07-192,7,8,1,1,RSAP
B1/E07-192/JAS/10,E07-192,8,9,1,1,RSAP
B1/E07-192/JAS/11,E07-192,9,10,1,1,RSAP
B1/E07-215/JAS/01,E07-215,0,1,1,1,LIM
B1/E07-215/JAS/02,E07-215,1,2,1,1,LIM
B1/E07-215/JAS/03,E07-215,2,3,1,1,LIM
B1/E07-215/JAS/04,E07-215,3,4,1,1,LIM
B1/E07-215/JAS/05,E07-215,4,5,1,1,LIM
B1/E07-215/JAS/06,E07-215,5,6,1,1,LIM
B1/E07-215/JAS/07,E07-215,6,7,1,1,LIM
B1/E07-215/JAS/08,E07-215,7,8,1,1,SAP
B1/E07-215/JAS/09,E07-215,8,9,1,1,SAP
B1/E07-215/JAS/10,E07-215,9,10,1,1,SAP
B1/E07-215/JAS/11,E07-215,10,10.25,0.25,1,SAP
B1/E07-215/JAS/12,E07-215,10.25,11,0.75,1,BRK
B1/E07-215/JAS/13,E07-215,11,12,1,1,BRK
B1/E07-215/JAS/14,E07-215,12,12.25,0.25,1,BRK
B1/E07-216/JAS/01,E07-216,0,1,1,1,LIM
B1/E07-216/JAS/02,E07-216,1,1.3,0.3,1,SAP
B1/E07-216/JAS/03,E07-216,1.3,2,0.7,1,SAP
B1/E07-216/JAS/04,E07-216,2,3,1,1,SAP
B1/E07-216/JAS/05,E07-216,3,4,1,1,SAP
B1/E07-216/JAS/06,E07-216,4,5,1,1,SROC
B1/E07-216/JAS/07,E07-216,5,6,1,1,RSAP
B1/E07-216/JAS/08,E07-216,6,7,1,1,RSAP
B1/E07-216/JAS/09,E07-216,7,8,1,1,RSAP
B1/E07-216/JAS/10,E07-216,8,8.4,0.4,1,RSAP
B1/E07-217/JAS/01,E07-217,0,1,1,1,LIM
B1/E07-217/JAS/02,E07-217,1,2,0.67,0.67,SAP
B1/E07-217/JAS/03,E07-217,2,3,0.8,0.8,SAP
B1/E07-217/JAS/04,E07-217,3,4,1,1,SAP
B1/E07-217/JAS/05,E07-217,4,5,1,1,SROC
B1/E07-217/JAS/06,E07-217,5,6,1,1,SROC
B1/E07-217/JAS/07,E07-217,6,7,1,1,BRK
B1/E07-219/JAS/01,E07-219,0,1,1,1,LIM
B1/E07-219/JAS/02,E07-219,1,2,1,1,LIM
B1/E07-219/JAS/03,E07-219,2,3,1,1,SAP
B1/E07-219/JAS/04,E07-219,3,4,1,1,SAP
B1/E07-219/JAS/05,E07-219,4,5,1,1,SAP
B1/E07-219/JAS/06,E07-219,5,6,1,1,SAP
B1/E07-219/JAS/07,E07-219,6,7,1,1,SAP
B1/E07-219/JAS/08,E07-219,7,8,1,1,BRK
B1/E07-219/JAS/09,E07-219,8,9,1,1,BRK
B1/E07-220/JAS/01,E07-220,0,1,1,1,SAP
B1/E07-220/JAS/02,E07-220,1,2,1,1,SAP
B1/E07-220/JAS/03,E07-220,2,3,1,1,SAP
B1/E07-220/JAS/04,E07-220,3,4,1,1,SAP
B1/E07-220/JAS/05,E07-220,4,5,1,1,SAP
B1/E07-220/JAS/06,E07-220,5,6,1,1,RSAP
B1/E07-220/JAS/07,E07-220,6,7,1,1,RSAP
B1/E07-220/JAS/08,E07-220,7,8,1,1,BRK
B1/E07-221/JAS/01,E07-221,0,0.4,0.4,1,LIM
B1/E07-221/JAS/02,E07-221,0.4,0.75,0.35,1,RSAP
B1/E07-221/JAS/03,E07-221,0.75,1,0.25,1,SAP
B1/E07-221/JAS/04,E07-221,1,2,1,1,SAP
B1/E07-221/JAS/05,E07-221,2,2.3,0.3,1,BLD
B1/E07-221/JAS/06,E07-221,2.3,3,0.7,1,SAP
B1/E07-221/JAS/07,E07-221,3,4,1,1,SAP
B1/E07-221/JAS/08,E07-221,4,5,1,1,SROC
B1/E07-221/JAS/09,E07-221,5,6,1,1,SROC
B1/E07-222/JAS/01,E07-222,0,1,1,1,LIM
B1/E07-222/JAS/02,E07-222,1,2,1,1,BLD
B1/E07-222/JAS/03,E07-222,2,3,1,1,LIM
B1/E07-222/JAS/04,E07-222,3,4,1,1,LIM
B1/E07-222/JAS/05,E07-222,4,5,1,1,LIM
B1/E07-222/JAS/06,E07-222,5,6,1,1,LIM
B1/E07-222/JAS/07,E07-222,6,7,1,1,LIM
B1/E07-222/JAS/08,E07-222,7,7.5,0.5,1,LIM
B1/E07-223/JAS/01,E07-223,0,1,1,1,LIM
B1/E07-223/JAS/02,E07-223,1,2,1,1,BLD
B1/E07-223/JAS/03,E07-223,2,3,1,1,LIM
B1/E07-223/JAS/04,E07-223,3,4,1,1,BLD
B1/E07-223/JAS/05,E07-223,4,5,1,1,SAP
B1/E07-223/JAS/06,E07-223,5,6,1,1,BRK
B1/E07-223/JAS/07,E07-223,6,7,1,1,BRK
B1/E07-224/JAS/01,E07-224,0,1,1,1,LIM
B1/E07-224/JAS/02,E07-224,1,2,0.6,0.6,LIM
B1/E07-224/JAS/03,E07-224,2,3,1,1,SAP
B1/E07-224/JAS/04,E07-224,3,4,1,1,SAP
B1/E07-224/JAS/05,E07-224,4,4.5,0.5,1,SAP
B1/E07-224/JAS/06,E07-224,4.5,5,0.5,1,BLD
B1/E07-224/JAS/07,E07-224,5,6,1,1,RSAP
B1/E07-224/JAS/08,E07-224,6,7,1,1,RSAP
B1/E07-224/JAS/09,E07-224,7,8,1,1,RSAP
B1/E07-224/JAS/10,E07-224,8,8.6,0.6,1,RSAP
B1/E07-224/JAS/11,E07-224,8.6,9,0.4,1,RSAP
B1/E07-224/JAS/12,E07-224,9,10,1,1,RSAP
B1/E07-224/JAS/13,E07-224,10,11,1,1,RSAP
B1/E07-224/JAS/14,E07-224,11,12,1,1,RSAP
B1/E07-245/JAS/01,E07-245,0,1,1,1,LIM
B1/E07-245/JAS/02,E07-245,1,2,1,1,LIM
B1/E07-245/JAS/03,E07-245,2,2.3,0.3,1,LIM
B1/E07-245/JAS/04,E07-245,2.3,3,0.37,0.528571429,SAP
B1/E07-245/JAS/05,E07-245,3,4,1,1,SAP
B1/E07-245/JAS/06,E07-245,4,5,0.5,0.5,SAP
B1/E07-245/JAS/07,E07-245,5,5.57,0.57,1,SAP
B1/E07-245/JAS/08,E07-245,5.57,6,0.43,1,BRK
B1/E07-245/JAS/09,E07-245,6,7,1,1,BRK
B1/E07-245/JAS/10,E07-245,7,7.6,0.6,1,BRK
B1/E07-249/JAS/01,E07-249,0,1,1,1,LIM
B1/E07-249/JAS/02,E07-249,1,2,1,1,SAP
B1/E07-249/JAS/03,E07-249,2,3,1,1,SAP
B1/E07-249/JAS/04,E07-249,3,4,1,1,SAP
B1/E07-249/JAS/05,E07-249,4,5,1,1,SAP
B1/E07-249/JAS/06,E07-249,5,6,1,1,RSAP
B1/E07-249/JAS/07,E07-249,6,7,1,1,RSAP
B1/E07-249/JAS/08,E07-249,7,8,1,1,BRK
B1/E07-249/JAS/09,E07-249,8,9,1,1,BRK
B1/E07-250/JAS/01,E07-250,0,1,1,1,SAP
B1/E07-250/JAS/02,E07-250,1,1.6,0.6,1,SAP
B1/E07-250/JAS/03,E07-250,1.6,2.19,0.59,1,RSAP
B1/E07-250/JAS/04,E07-250,2.19,3,0.81,1,SAP
B1/E07-250/JAS/05,E07-250,3,4,1,1,SAP
B1/E07-250/JAS/06,E07-250,4,4.55,0.55,1,SAP
B1/E07-250/JAS/07,E07-250,4.55,5,0.45,1,SAP
B1/E07-250/JAS/08,E07-250,5,6,1,1,SAP
B1/E07-250/JAS/09,E07-250,6,7,1,1,RSAP
B1/E07-250/JAS/10,E07-250,7,8,1,1,BLD
B1/E07-251/JAS/01,E07-251,0,1,1,1,LIM
B1/E07-251/JAS/02,E07-251,1,2,1,1,SAP
B1/E07-251/JAS/03,E07-251,2,3,1,1,SAP
B1/E07-251/JAS/04,E07-251,3,4,1,1,BRK
B1/E07-252/JAS/01,E07-252,0,0.65,0.65,1,LIM
B1/E07-252/JAS/02,E07-252,0.65,1,0.35,1,LIM
B1/E07-252/JAS/03,E07-252,1,2,1,1,SAP
B1/E07-252/JAS/04,E07-252,2,3,1,1,SAP
B1/E07-252/JAS/05,E07-252,3,3.5,0.5,1,SAP
B1/E07-252/JAS/06,E07-252,3.5,4,0.5,1,SAP
B1/E07-252/JAS/07,E07-252,4,5,1,1,SAP
B1/E07-252/JAS/08,E07-252,5,6,1,1,SAP
B1/E07-252/JAS/09,E07-252,6,7,1,1,SAP
B1/E07-252/JAS/10,E07-252,7,8,1,1,SAP
B1/E07-252/JAS/11,E07-252,8,9,1,1,SAP
B1/E07-252/JAS/12,E07-252,9,10,1,1,SAP
B1/E07-253/JAS/01,E07-253,0,1,1,1,LIM
B1/E07-253/JAS/02,E07-253,1,2,1,1,SAP
B1/E07-253/JAS/03,E07-253,2,3,1,1,SAP
B1/E07-253/JAS/04,E07-253,3,4,1,1,SAP
B1/E07-253/JAS/05,E07-253,4,5,1,1,SAP
B1/E07-253/JAS/06,E07-253,5,6,1,1,SAP
B1/E07-253/JAS/07,E07-253,6,7,1,1,BRK
B1/E07-253/JAS/08,E07-253,7,8,1,1,BRK
B1/E07-255/JAS/01,E07-255,0,1,1,1,LIM
B1/E07-255/JAS/02,E07-255,1,2,1,1,LIM
B1/E07-255/JAS/03,E07-255,2,3,1,1,LIM
B1/E07-255/JAS/04,E07-255,3,4,1,1,SAP
B1/E07-255/JAS/05,E07-255,4,5,1,1,SAP
B1/E07-255/JAS/06,E07-255,5,6,1,1,RSAP
B1/E07-255/JAS/07,E07-255,6,7,1,1,RSAP
B1/E07-255/JAS/08,E07-255,7,8,1,1,RSAP
B1/E07-255/JAS/09,E07-255,8,9,1,1,BRK
B1/E07-255/JAS/10,E07-255,9,10,1,1,BRK
B1/E08-017/JAS/01,E08-017,0,1,1,1,LIM
B1/E08-017/JAS/02,E08-017,1,1.2,0.2,1,LIM
B1/E08-017/JAS/03,E08-017,1.2,2,0.8,1,LIM
B1/E08-017/JAS/04,E08-017,2,2.5,0.5,1,LIM
B1/E08-017/JAS/05,E08-017,2.5,2.8,0.3,1,BLD
B1/E08-017/JAS/06,E08-017,2.8,3,0.2,1,SAP
B1/E08-017/JAS/07,E08-017,3,4,1,1,SAP
B1/E08-017/JAS/08,E08-017,4,5,1,1,SAP
B1/E08-017/JAS/09,E08-017,5,6,1,1,SAP
B1/E08-017/JAS/10,E08-017,6,6.79,0.79,1,SAP
B1/E08-017/JAS/11,E08-017,6.79,7,0.21,1,BLD
B1/E08-017/JAS/12,E08-017,7,7.18,0.18,1,BLD
B1/E08-017/JAS/13,E08-017,7.18,8,0.82,1,SAP
B1/E08-017/JAS/14,E08-017,8,9,1,1,SAP
B1/E08-017/JAS/15,E08-017,9,9.47,0.47,1,SAP
B1/E08-017/JAS/16,E08-017,9.47,9.74,0.27,1,BLD
B1/E08-017/JAS/17,E08-017,9.74,10,0.26,1,SAP
B1/E08-017/JAS/18,E08-017,10,11,1,1,SAP
B1/E08-017/JAS/19,E08-017,11,12,1,1,SAP
B1/E08-017/JAS/20,E08-017,12,13,1,1,RSAP
B1/E08-017/JAS/21,E08-017,13,14,1,1,RSAP
B1/E08-017/JAS/22,E08-017,14,15,1,1,SAP
B1/E08-017/JAS/23,E08-017,15,15.6,0.6,1,RSAP
B1/E08-019/JAS/01,E08-019,0,1,0.85,0.85,LIM
B1/E08-019/JAS/02,E08-019,1,2,0.8,0.8,SAP
B1/E08-019/JAS/03,E08-019,2,3,1,1,SAP
B1/E08-019/JAS/04,E08-019,3,4,1,1,SAP
B1/E08-019/JAS/05,E08-019,4,5,1,1,SAP
B1/E08-019/JAS/06,E08-019,5,6,1,1,SAP
B1/E08-019/JAS/07,E08-019,6,6.79,0.79,1,SAP
B1/E08-019/JAS/08,E08-019,6.79,7,0.21,1,SAP
B1/E08-019/JAS/09,E08-019,7,8,1,1,BLD
B1/E08-019/JAS/10,E08-019,8,9,1,1,SAP
B1/E08-019/JAS/11,E08-019,9,9.24,0.24,1,SAP
B1/E08-019/JAS/12,E08-019,9.24,10,0.76,1,BLD
B1/E08-019/JAS/13,E08-019,10,11,1,1,SAP
B1/E08-019/JAS/14,E08-019,11,11.23,0.23,1,SAP
B1/E08-019/JAS/15,E08-019,11.23,12,0.77,1,BLD
B1/E08-019/JAS/16,E08-019,12,13,0.5,0.5,BLD
B1/E08-019/JAS/17,E08-019,13,14,1,1,SAP
B1/E08-019/JAS/18,E08-019,14,15,1,1,SAP
B1/E08-019/JAS/19,E08-019,15,15.42,0.42,1,SAP
B1/E08-019/JAS/20,E08-019,15.42,15.7,0.28,1,BLD
B1/E08-019/JAS/21,E08-019,15.7,16,0.3,1,SAP
B1/E08-019/JAS/22,E08-019,16,16.24,0.24,1,SAP
B1/E08-019/JAS/23,E08-019,16.24,16.5,0.26,1,BLD
B1/E08-021/JAS/01,E08-021,0,0.75,0.75,1,LIM
B1/E08-021/JAS/02,E08-021,0.75,1,0.25,1,SAP
B1/E08-021/JAS/03,E08-021,1,2,1,1,SAP
B1/E08-021/JAS/04,E08-021,2,3,1,1,SAP
B1/E08-021/JAS/05,E08-021,3,4,1,1,SAP
B1/E08-021/JAS/06,E08-021,4,5,1,1,SAP
B1/E08-021/JAS/07,E08-021,5,6,0.35,0.35,SAP
B1/E08-021/JAS/08,E08-021,6,7,1,1,SAP
B1/E08-021/JAS/09,E08-021,7,8,1,1,SAP
B1/E08-021/JAS/10,E08-021,8,9,1,1,BLD
B1/E08-021/JAS/11,E08-021,9,10,1,1,SAP
B1/E08-021/JAS/12,E08-021,10,11,1,1,BLD
B1/E08-021/JAS/13,E08-021,11,12,1,1,BLD
B1/E08-021/JAS/14,E08-021,12,13,1,1,BLD
B1/E08-021/JAS/15,E08-021,13,14,1,1,BRK
B1/E08-021/JAS/16,E08-021,14,14.25,0.25,1,BRK
B1/E08-049/JAS/01,E08-049,0,1,1,1,LIM
B1/E08-049/JAS/02,E08-049,1,2,0.5,0.5,LIM
B1/E08-049/JAS/03,E08-049,2,2.16,0.16,1,LIM
B1/E08-049/JAS/04,E08-049,2.16,3,0.84,1,RSAP
B1/E08-049/JAS/05,E08-049,3,4,1,1,SAP
B1/E08-049/JAS/06,E08-049,4,5,1,1,SAP
B1/E08-049/JAS/07,E08-049,5,6,1,1,SAP
B1/E08-049/JAS/08,E08-049,6,7,1,1,SAP
B1/E08-049/JAS/09,E08-049,7,8,1,1,RSAP
B1/E08-049/JAS/10,E08-049,8,9,1,1,RSAP
B1/E08-049/JAS/11,E08-049,9,10,1,1,SROC
B1/E08-049/JAS/12,E08-049,10,11,1,1,BRK
B1/E08-049/JAS/13,E08-049,11,12,1,1,BRK
B1/E08-051/JAS/01,E08-051,0,0.6,0.6,1,LIM
B1/E08-051/JAS/02,E08-051,0.6,1,0.4,1,SAP
B1/E08-051/JAS/03,E08-051,1,2,1,1,SAP
B1/E08-051/JAS/04,E08-051,2,3,0.6,0.6,SAP
B1/E08-051/JAS/05,E08-051,3,4,1,1,SAP
B1/E08-051/JAS/06,E08-051,4,5,1,1,SAP
B1/E08-051/JAS/07,E08-051,5,5.3,0.3,1,BLD
B1/E08-051/JAS/08,E08-051,5.3,6,0.7,1,RSAP
B1/E08-051/JAS/09,E08-051,6,7,1,1,RSAP
B1/E08-051/JAS/10,E08-051,7,8,1,1,RSAP
B1/E08-051/JAS/11,E08-051,8,9,1,1,RSAP
B1/E08-051/JAS/12,E08-051,9,10,1,1,RSAP
B1/E08-051/JAS/13,E08-051,10,11,1,1,RSAP
B1/E08-051/JAS/14,E08-051,11,12,1,1,RSAP
B1/E08-051/JAS/15,E08-051,12,12.4,0.4,1,BLD
B1/E08-051/JAS/16,E08-051,12.4,13,0.6,1,RSAP
B1/E08-051/JAS/17,E08-051,13,13.5,0.5,1,BLD
B1/E08-051/JAS/18,E08-051,13.5,14,0.5,1,RSAP
B1/E08-051/JAS/19,E08-051,14,15,1,1,RSAP
B1/E08-053/JAS/01,E08-053,0,0.46,0.46,1,LIM
B1/E08-053/JAS/02,E08-053,0.46,1,0.54,1,LIM
B1/E08-053/JAS/03,E08-053,1,1.6,0.6,1,LIM
B1/E08-053/JAS/04,E08-053,1.6,2,0.4,1,SAP
B1/E08-053/JAS/05,E08-053,2,2.7,0.7,1,SAP
B1/E08-053/JAS/06,E08-053,2.7,3,0.3,1,SAP
B1/E08-053/JAS/07,E08-053,3,4,0.6,0.6,RSAP
B1/E08-053/JAS/08,E08-053,4,5,1,1,RSAP
B1/E08-053/JAS/09,E08-053,5,6,0.8,0.8,RSAP
B1/E08-053/JAS/10,E08-053,6,7,1,1,RSAP
B1/E08-053/JAS/11,E08-053,7,8,1,1,RSAP
B1/E08-053/JAS/12,E08-053,8,8.4,0.4,1,RSAP
B1/E08-053/JAS/13,E08-053,8.4,8.65,0.25,1,BLD
B1/E08-053/JAS/14,E08-053,8.65,9,0.35,1,RSAP
B1/E08-053/JAS/15,E08-053,9,10,1,1,RSAP
B1/E08-053/JAS/16,E08-053,10,11,1,1,RSAP
B1/E08-053/JAS/17,E08-053,11,11.67,0.67,1,RSAP
B1/E08-053/JAS/18,E08-053,11.67,12,0.33,1,BLD
B1/E08-053/JAS/19,E08-053,12,13,1,1,RSAP
B1/E08-053/JAS/20,E08-053,13,14,1,1,RSAP
B1/E08-053/JAS/21,E08-053,14,15,1,1,RSAP
B1/E08-053/JAS/22,E08-053,15,16,1,1,RSAP
B1/E08-053/JAS/23,E08-053,16,16.47,0.47,1,BLD
B1/E08-053/JAS/24,E08-053,16.47,17,0.53,1,RSAP
B1/E08-053/JAS/25,E08-053,17,17.57,0.57,1,RSAP
B1/E08-053/JAS/26,E08-053,17.57,18,0.43,1,RSAP
B1/E08-053/JAS/27,E08-053,18,18.5,0.5,1,RSAP
B1/E08-053/JAS/28,E08-053,18.5,19,0.5,1,BLD
B1/E08-053/JAS/29,E08-053,19,20,1,1,RSAP
B1/E08-053/JAS/30,E08-053,20,21,1,1,RSAP
B1/E08-055/JAS/01,E08-055,0,0.74,0.74,1,LIM
