sample_id,hole_id,depth_from,depth_to,core_length,cr_%,lith
B1/F07-037i/JAS/16,F07-037i,13,14,1,1,BRK
B1/F07-037i/JAS/17,F07-037i,14,15,1,1,BRK
B1/F07-037i/JAS/18,F07-037i,15,16,1,1,BRK
B1/F07-037i/JAS/19,F07-037i,16,17,1,1,BRK
B1/F07-037i/JAS/20,F07-037i,17,18,1,1,BRK
B1/E07-061i/JAS/01,E07-061i,0,1,1,1,LIM
B1/E07-061i/JAS/02,E07-061i,1,2,1,1,LIM
B1/E07-061i/JAS/03,E07-061i,2,3,1,1,SAP
B1/E07-061i/JAS/04,E07-061i,3,4,1,1,SAP
B1/E07-061i/JAS/05,E07-061i,4,5,1,1,SAP
B1/E07-061i/JAS/06,E07-061i,5,6,1,1,SAP
B1/E07-061i/JAS/07,E07-061i,6,7,1,1,SAP
B1/E07-061i/JAS/08,E07-061i,7,7.44,0.44,1,BRK
B1/E07-061i/JAS/09,E07-061i,7.44,8,0.56,1,SAP
B1/E07-061i/JAS/10,E07-061i,8,9,1,1,SAP
B1/E07-061i/JAS/11,E07-061i,9,10,1,1,SAP
B1/E07-060i/JAS/01,E07-060i,0,0.43,0.43,1,SAP
B1/E07-060i/JAS/02,E07-060i,0.43,1,0.57,1,SAP
B1/E07-060i/JAS/03,E07-060i,1,2,1,1,SAP
B1/E07-060i/JAS/04,E07-060i,2,3,1,1,BRK
B1/E07-060i/JAS/05,E07-060i,3,4,1,1,BRK
B1/E07-060i/JAS/06,E07-060i,4,5,1,1,BRK
B1/E07-060i/JAS/07,E07-060i,5,6,1,1,BRK
B1/E07-060i/JAS/08,E07-060i,6,7,1,1,BRK
B1/E07-060i/JAS/09,E07-060i,7,8,1,1,BRK
B1/E07-060i/JAS/10,E07-060i,8,9,1,1,BRK
B1/E07-060i/JAS/11,E07-060i,9,10,1,1,BRK
B1/F07-036i/JAS/01,F07-036i,0,1,1,1,LIM
B1/F07-036i/JAS/02,F07-036i,1,2,1,1,LIM
B1/F07-036i/JAS/03,F07-036i,2,3,1,1,LIM
B1/F07-036i/JAS/04,F07-036i,3,4,1,1,LIM
B1/F07-036i/JAS/05,F07-036i,4,5,1,1,SAP
B1/F07-036i/JAS/06,F07-036i,5,6,1,1,SAP
B1/F07-036i/JAS/07,F07-036i,6,7,1,1,SAP
B1/F07-036i/JAS/08,F07-036i,7,8,1,1,SAP
B1/F07-036i/JAS/09,F07-036i,8,9,1,1,SAP
B1/F07-036i/JAS/10,F07-036i,9,10,1,1,SAP
B1/F07-036i/JAS/11,F07-036i,10,11,1,1,SAP
B1/F07-036i/JAS/12,F07-036i,11,12,1,1,SAP
B1/F07-036i/JAS/13,F07-036i,12,13,1,1,SAP
B1/F07-036i/JAS/14,F07-036i,13,14,1,1,BRK
B1/F07-036i/JAS/15,F07-036i,14,15,1,1,BRK
B1/F07-036i/JAS/16,F07-036i,15,16,1,1,BRK
B1/F07-036i/JAS/17,F07-036i,16,17,1,1,BRK
B1/F07-036i/JAS/18,F07-036i,17,18,1,1,BRK
B1/F07-034i/JAS/01,F07-034i,0,1,1,1,SAP
B1/F07-034i/JAS/02,F07-034i,1,2,1,1,SAP
B1/F07-034i/JAS/03,F07-034i,2,3,1,1,LIM
B1/F07-034i/JAS/04,F07-034i,3,4,1,1,LIM
B1/F07-034i/JAS/05,F07-034i,4,5,1,1,LIM
B1/F07-034i/JAS/06,F07-034i,5,5.6,0.6,1,LIM
B1/F07-034i/JAS/07,F07-034i,5.6,6.15,0.55,1,BRK
B1/F07-034i/JAS/08,F07-034i,6.15,6.68,0.53,1,SAP
B1/F07-034i/JAS/09,F07-034i,6.68,7,0.32,1,BRK
B1/F07-034i/JAS/10,F07-034i,7,8,0.8,0.8,SAP
B1/F07-034i/JAS/11,F07-034i,8,9,1,1,SAP
B1/F07-034i/JAS/12,F07-034i,9,10,1,1,SAP
B1/F07-034i/JAS/13,F07-034i,10,11,1,1,SAP
B1/F07-034i/JAS/14,F07-034i,11,12,1,1,SAP
B1/F07-034i/JAS/15,F07-034i,12,13,1,1,SAP
B1/F07-034i/JAS/16,F07-034i,13,14,1,1,SAP
B1/F07-034i/JAS/17,F07-034i,14,15,1,1,SAP
B1/F07-034i/JAS/18,F07-034i,15,16,1,1,BRK
B1/F07-034i/JAS/19,F07-034i,16,17,1,1,SAP
B1/F07-034i/JAS/20,F07-034i,17,18,1,1,BRK
B1/F07-032i/JAS/01,F07-032i,0,1,1,1,LIM
B1/F07-032i/JAS/02,F07-032i,1,2,1,1,LIM
B1/F07-032i/JAS/03,F07-032i,2,3,1,1,LIM
B1/F07-032i/JAS/04,F07-032i,3,4,1,1,LIM
B1/F07-032i/JAS/05,F07-032i,4,5,1,1,LIM
B1/F07-032i/JAS/06,F07-032i,5,6,1,1,LIM
B1/F07-032i/JAS/07,F07-032i,6,7,1,1,LIM
B1/F07-032i/JAS/08,F07-032i,7,8,1,1,SAP
B1/F07-032i/JAS/09,F07-032i,8,9,1,1,SAP
B1/F07-032i/JAS/10,F07-032i,9,10,1,1,SAP
B1/F07-032i/JAS/11,F07-032i,10,11,1,1,SAP
B1/F07-032i/JAS/12,F07-032i,11,12,1,1,SAP
B1/F07-032i/JAS/13,F07-032i,12,12.35,0.35,1,SAP
B1/F07-032i/JAS/14,F07-032i,12.35,12.7,0.35,1,BRK
B1/F07-032i/JAS/15,F07-032i,12.7,13,0.3,1,BRK
B1/F07-032i/JAS/16,F07-032i,13,14,1,1,SAP
B1/F07-032i/JAS/17,F07-032i,14,15,1,1,BRK
B1/E07-062i/JAS/01,E07-062i,0,0.72,0.72,1,LIM
B1/E07-062i/JAS/02,E07-062i,0.72,1,0.28,1,SAP
B1/E07-062i/JAS/03,E07-062i,1,2,1,1,SAP
B1/E07-062i/JAS/04,E07-062i,2,3,0.75,0.75,SAP
B1/E07-062i/JAS/05,E07-062i,3,4,1,1,LIM
B1/E07-062i/JAS/06,E07-062i,4,5,1,1,LIM
B1/E07-062i/JAS/07,E07-062i,5,6,1,1,SAP
B1/E07-062i/JAS/08,E07-062i,6,6.7,0.7,1,SAP
B1/E07-062i/JAS/09,E07-062i,6.7,7,0.3,1,SAP
B1/E07-062i/JAS/10,E07-062i,7,8,1,1,BRK
B1/E07-062i/JAS/11,E07-062i,8,9,1,1,BRK
B1/E07-062i/JAS/12,E07-062i,9,10,1,1,BRK
B1/E07-062i/JAS/13,E07-062i,10,10.7,0.7,1,BRK
B1/E07-062i/JAS/14,E07-062i,10.7,11,0.3,1,BRK
B1/E07-062i/JAS/15,E07-062i,11,12,1,1,BRK
B1/E07-093i/JAS/01,E07-093i ,0,0.5,0.5,1,LIM
B1/E07-093i/JAS/02,E07-093i ,0.5,1.5,1,1,BRK
B1/E07-093i/JAS/03,E07-093i ,1.5,2,0.5,1,SAP
B1/E07-093i/JAS/04,E07-093i ,2,3,0.7,0.7,SAP
B1/E07-093i/JAS/05,E07-093i ,3,4,1,1,SAP
B1/E07-093i/JAS/06,E07-093i ,4,5,1,1,SAP
B1/E07-093i/JAS/07,E07-093i ,5,6,1,1,BRK
B1/E07-093i/JAS/08,E07-093i ,6,7,1,1,BRK
B1/E07-093i/JAS/09,E07-093i ,7,8,1,1,BRK
B1/E07-093i/JAS/10,E07-093i ,8,9,1,1,BRK
B1/E07-093i/JAS/11,E07-093i ,9,10,1,1,BRK
B1/E07-125A/JAS/01,E07-125A,0,0.35,0.35,1,SAP
B1/E07-125A/JAS/02,E07-125A,0.35,1.1,0.75,1,BRK
B1/E07-125A/JAS/03,E07-125A,1.1,2,0.9,1,SAP
B1/E07-125A/JAS/04,E07-125A,2,3,0.7,0.7,SAP
B1/E07-125A/JAS/05,E07-125A,3,4,1,1,SAP
B1/E07-125A/JAS/06,E07-125A,4,5,1,1,SAP
B1/E07-125A/JAS/07,E07-125A,5,6,1,1,SAP
B1/E07-125A/JAS/08,E07-125A,6,7,1,1,BRK
B1/E07-125A/JAS/09,E07-125A,7,8,1,1,BRK
B1/E07-125A/JAS/10,E07-125A,8,9,1,1,BRK
B1/E07-125A/JAS/11,E07-125A,9,10,1,1,BRK
B1/E07-127A/JAS/01,E07-127A,0,1,1,1,LIM
B1/E07-127A/JAS/02,E07-127A,1,2,1,1,LIM
B1/E07-127A/JAS/03,E07-127A,2,2.4,0.4,1,LIM
B1/E07-127A/JAS/04,E07-127A,2.4,3,0.6,1,SAP
B1/E07-127A/JAS/05,E07-127A,3,3.55,0.55,1,SAP
B1/E07-127A/JAS/06,E07-127A,3.55,4,0.45,1,LIM
B1/E07-127A/JAS/07,E07-127A,4,5,1,1,LIM
B1/E07-127A/JAS/08,E07-127A,5,6,1,1,SAP
B1/E07-127A/JAS/09,E07-127A,6,7,1,1,SAP
B1/E07-127A/JAS/10,E07-127A,7,8,1,1,SAP
B1/E07-127A/JAS/11,E07-127A,8,9,1,1,SAP
B1/E07-127A/JAS/12,E07-127A,9,10,1,1,SAP
B1/E07-127A/JAS/13,E07-127A,10,11,1,1,SAP
B1/E07-127A/JAS/14,E07-127A,11,11.55,0.55,1,SAP
B1/E07-127A/JAS/15,E07-127A,11.55,12,0.45,1,SAP
B1/E07-127A/JAS/16,E07-127A,12,13,1,1,SAP
B1/E07-127A/JAS/17,E07-127A,13,14,1,1,SAP
B1/E07-127A/JAS/18,E07-127A,14,15,1,1,BRK
B1/F07-064i/JAS/01,F07-064i,0,1,1,1,LIM
B1/F07-064i/JAS/02,F07-064i,1,2,1,1,SAP
B1/F07-064i/JAS/03,F07-064i,2,3,1,1,SAP
B1/F07-064i/JAS/04,F07-064i,3,4,1,1,SAP
B1/F07-064i/JAS/05,F07-064i,4,5,1,1,SAP
B1/F07-064i/JAS/06,F07-064i,5,6,1,1,SAP
B1/F07-064i/JAS/07,F07-064i,6,7,1,1,SAP
B1/F07-064i/JAS/08,F07-064i,7,8,1,1,SAP
B1/F07-064i/JAS/09,F07-064i,8,9,1,1,SAP
B1/F07-064i/JAS/10,F07-064i,9,10,1,1,BRK
B1/E07-095i/JAS/01,E07-095i,0,1,1,1,LIM
B1/E07-095i/JAS/02,E07-095i,1,2,1,1,LIM
B1/E07-095i/JAS/03,E07-095i,2,3,1,1,LIM
B1/E07-095i/JAS/04,E07-095i,3,3.65,0.65,1,LIM
B1/E07-095i/JAS/05,E07-095i,3.65,4,0.35,1,BRK
B1/E07-095i/JAS/06,E07-095i,4,5,1,1,SAP
B1/E07-095i/JAS/07,E07-095i,5,6,1,1,LIM
B1/E07-095i/JAS/08,E07-095i,6,7,1,1,LIM
B1/E07-095i/JAS/09,E07-095i,7,8,1,1,SAP
B1/E07-095i/JAS/10,E07-095i,8,9,0.75,0.75,SAP
B1/E07-095i/JAS/11,E07-095i,9,9.5,0.5,1,BRK
B1/E07-095i/JAS/12,E07-095i,9.5,10,0.5,1,SAP
B1/E07-095i/JAS/13,E07-095i,10,10.9,0.9,1,SAP
B1/E07-095i/JAS/14,E07-095i,10.9,11.2,0.3,1,BRK
B1/E07-095i/JAS/15,E07-095i,11.2,12,0.8,1,BRK
B1/E07-095i/JAS/16,E07-095i,12,12.4,0.4,1,BRK
B1/E07-095i/JAS/17,E07-095i,12.4,13,0.6,1,BRK
B1/E07-095i/JAS/18,E07-095i,13,14,1,1,SAP
B1/E07-095i/JAS/19,E07-095i,14,15,1,1,SAP
B1/F07-072i/JAS/01,F07-072i ,0,1,1,1,SAP
B1/F07-072i/JAS/02,F07-072i ,1,2,1,1,SAP
B1/F07-072i/JAS/03,F07-072i ,2,2.7,0.7,1,SAP
B1/F07-072i/JAS/04,F07-072i ,2.7,3,0.3,1,BRK
B1/F07-072i/JAS/05,F07-072i ,3,4.2,1.2,1,BRK
B1/F07-072i/JAS/06,F07-072i ,4.2,5,0.8,1,SAP
B1/F07-072i/JAS/07,F07-072i ,5,6,1,1,SAP
B1/F07-072i/JAS/08,F07-072i ,6,7,1,1,SAP
B1/F07-072i/JAS/09,F07-072i ,7,8,1,1,BRK
B1/F07-072i/JAS/10,F07-072i ,8,9,1,1,BRK
B1/F07-072i/JAS/11,F07-072i ,9,10,1,1,BRK
B1/F07-072i/JAS/12,F07-072i ,10,11,1,1,SAP
B1/F07-072i/JAS/13,F07-072i ,11,12,1,1,BRK
B1/F07-072i/JAS/14,F07-072i ,12,13,1,1,BRK
B1/F07-072i/JAS/15,F07-072i ,13,14,1,1,BRK
B1/F07-072i/JAS/16,F07-072i ,14,15,1,1,BRK
B1/F07-065i/JAS/01,F07-065i,0,1,0.7,0.7,LIM
B1/F07-065i/JAS/02,F07-065i,1,1.4,0.3,0.75,LIM
B1/F07-065i/JAS/03,F07-065i,1.4,2,0.6,1,SAP
B1/F07-065i/JAS/04,F07-065i,2,3,1,1,BRK
B1/F07-065i/JAS/05,F07-065i,3,4,1,1,BRK
B1/F07-065i/JAS/06,F07-065i,4,4.6,0.6,1,BRK
B1/F07-065i/JAS/07,F07-065i,4.6,5.3,0.7,1,BRK
B1/F07-065i/JAS/08,F07-065i,5.3,6,0.7,1,SAP
B1/F07-065i/JAS/09,F07-065i,6,6.5,0.5,1,BRK
B1/F07-065i/JAS/10,F07-065i,6.5,7,0.5,1,BRK
B1/F07-065i/JAS/11,F07-065i,7,8,1,1,BRK
B1/F07-065i/JAS/12,F07-065i,8,9,1,1,BRK
B1/F07-065i/JAS/13,F07-065i,9,10,1,1,BRK
B1/F07-065i/JAS/14,F07-065i,10,11,1,1,BRK
B1/F07-065i/JAS/15,F07-065i,11,11.65,0.65,1,BRK
B1/F07-065i/JAS/16,F07-065i,11.65,12,0.35,1,BRK
B1/F07-067i/JAS/01,F07-067i,0,1,0.75,0.75,LIM
B1/F07-067i/JAS/02,F07-067i,1,2,0.6,0.6,SAP
B1/F07-067i/JAS/03,F07-067i,2,3,1,1,SAP
B1/F07-067i/JAS/04,F07-067i,3,4,1,1,SAP
B1/F07-067i/JAS/05,F07-067i,4,5,1,1,SAP
B1/F07-067i/JAS/06,F07-067i,5,6,1,1,SAP
B1/F07-067i/JAS/07,F07-067i,6,7,1,1,SAP
B1/F07-067i/JAS/08,F07-067i,7,8,1,1,SAP
B1/F07-067i/JAS/09,F07-067i,8,9,1,1,SAP
B1/F07-067i/JAS/10,F07-067i,9,10,1,1,SAP
B1/F07-067i/JAS/11,F07-067i,10,11,1,1,SAP
B1/F07-067i/JAS/12,F07-067i,11,12,1,1,BRK
B1/F07-074/JAS/01,F07-074,0,1,1,1,SAP
B1/F07-074/JAS/02,F07-074,1,2,1,1,SAP
B1/F07-074/JAS/03,F07-074,2,3,1,1,BRK
B1/F07-074/JAS/04,F07-074,3,4,1,1,SAP
B1/F07-074/JAS/05,F07-074,4,5,1,1,SAP
B1/F07-074/JAS/06,F07-074,5,6,1,1,BRK
B1/F07-074/JAS/07,F07-074,6,7,1,1,BRK
B1/F07-074/JAS/08,F07-074,7,8,1,1,SAP
B1/F07-074/JAS/09,F07-074,8,9,1,1,SAP
B1/F07-074/JAS/10,F07-074,9,10,1,1,BRK
B1/F07-074/JAS/11,F07-074,10,11,1,1,BRK
B1/F07-074/JAS/12,F07-074,11,12,1,1,BRK
B1/F07-071i/JAS/01,F07-071i,0,1,1,1,LIM
B1/F07-071i/JAS/02,F07-071i,1,2,1,1,LIM
B1/F07-071i/JAS/03,F07-071i,2,2.37,0.37,1,LIM
B1/F07-071i/JAS/04,F07-071i,2.37,3,0.63,1,SAP
B1/F07-071i/JAS/05,F07-071i,3,4,1,1,SAP
B1/F07-071i/JAS/06,F07-071i,4,5,1,1,SAP
B1/F07-071i/JAS/07,F07-071i,5,5.4,0.4,1,BRK
B1/F07-071i/JAS/08,F07-071i,5.4,6,0.6,1,SAP
B1/F07-071i/JAS/09,F07-071i,6,7,1,1,SAP
B1/F07-071i/JAS/10,F07-071i,7,8,1,1,SAP
B1/F07-071i/JAS/11,F07-071i,8,9,1,1,SAP
B1/F07-071i/JAS/12,F07-071i,9,10,1,1,SAP
B1/F07-071i/JAS/13,F07-071i,10,11,1,1,SAP
B1/F07-071i/JAS/14,F07-071i,11,12,1,1,BRK
B1/F07-071i/JAS/15,F07-071i,12,13,1,1,BRK
B1/F07-071i/JAS/16,F07-071i,13,14,1,1,BRK
B1/F07-071i/JAS/17,F07-071i,14,15,1,1,BRK
B1/F07-073i/JAS/01,F07-073i,0,1,1,1,LIM
B1/F07-073i/JAS/02,F07-073i,1,2,1,1,LIM
B1/F07-073i/JAS/03,F07-073i,2,3,1,1,SAP
B1/F07-073i/JAS/04,F07-073i,3,4,1,1,SAP
B1/F07-073i/JAS/05,F07-073i,4,5,1,1,BRK
B1/F07-073i/JAS/06,F07-073i,5,5.52,0.52,1,BRK
B1/F07-073i/JAS/07,F07-073i,5.52,6,0.48,1,BRK
B1/F07-073i/JAS/08,F07-073i,6,7,1,1,SAP
B1/F07-073i/JAS/09,F07-073i,7,8,1,1,BRK
B1/F07-073i/JAS/10,F07-073i,8,9,1,1,BRK
B1/F07-073i/JAS/11,F07-073i,9,10,1,1,SAP
B1/F07-073i/JAS/12,F07-073i,10,11,1,1,SAP
B1/F07-073i/JAS/13,F07-073i,11,12,1,1,SAP
B1/F07-073i/JAS/14,F07-073i,12,13,1,1,SAP
B1/F07-073i/JAS/15,F07-073i,13,14,1,1,SAP
B1/F07-073i/JAS/16,F07-073i,14,15,1,1,BRK
B1/F07-040i/JAS/01,F07-040i,0,1,1,1,LIM
B1/F07-040i/JAS/02,F07-040i,1,2,0.69,0.69,LIM
B1/F07-040i/JAS/03,F07-040i,2,3,1,1,LIM
B1/F07-040i/JAS/04,F07-040i,3,4,1,1,SAP
B1/F07-040i/JAS/05,F07-040i,4,5,1,1,LIM
B1/F07-040i/JAS/06,F07-040i,5,6,1,1,SAP
B1/F07-040i/JAS/07,F07-040i,6,7,1,1,SAP
B1/F07-040i/JAS/08,F07-040i,7,8,1,1,SAP
B1/F07-040i/JAS/09,F07-040i,8,9,1,1,SAP
B1/F07-040i/JAS/10,F07-040i,9,10,1,1,BRK
B1/F07-040i/JAS/11,F07-040i,10,11,1,1,SAP
B1/F07-040i/JAS/12,F07-040i,11,12,1,1,SAP
B1/F07-040i/JAS/13,F07-040i,12,13,1,1,SAP
B1/F07-040i/JAS/14,F07-040i,13,14,1,1,SAP
B1/F07-040i/JAS/15,F07-040i,14,15,1,1,SAP
B1/F07-042/JAS/01,F07-042,0,1,0.7,0.7,LIM
B1/F07-042/JAS/02,F07-042,1,2,1,1,SAP
B1/F07-042/JAS/03,F07-042,2,3,1,1,SAP
B1/F07-042/JAS/04,F07-042,3,4,1,1,SAP
B1/F07-042/JAS/05,F07-042,4,5,1,1,SAP
B1/F07-042/JAS/06,F07-042,5,6,1,1,SAP
B1/F07-042/JAS/07,F07-042,6,7,1,1,SAP
B1/F07-042/JAS/08,F07-042,7,8,1,1,SAP
B1/F07-042/JAS/09,F07-042,8,9,1,1,SAP
B1/F07-042/JAS/10,F07-042,9,10,1,1,SAP
B1/F07-042/JAS/11,F07-042,10,11,1,1,SAP
B1/F07-042/JAS/12,F07-042,11,12,1,1,SAP
B1/F07-042/JAS/13,F07-042,12,13,1,1,SAP
B1/F07-042/JAS/14,F07-042,13,14,1,1,SAP
B1/F07-042/JAS/15,F07-042,14,15,1,1,SAP
B1/F07-042/JAS/16,F07-042,15,16,1,1,SAP
B1/F07-042/JAS/17,F07-042,16,17,1,1,SAP
B1/F07-042/JAS/18,F07-042,17,18,1,1,SAP
B1/F07-040A/JAS/01,F07-040A,0,1,1,1,LIM
B1/F07-040A/JAS/02,F07-040A,1,1.2,0.2,1,BRK
B1/F07-040A/JAS/03,F07-040A,1.2,2,0.7,0.875,LIM
B1/F07-040A/JAS/04,F07-040A,2,3,1,1,SAP
B1/F07-040A/JAS/05,F07-040A,3,4,1,1,SAP
B1/F07-040A/JAS/06,F07-040A,4,4.36,0.36,1,BRK
B1/F07-040A/JAS/07,F07-040A,4.36,5,0.64,1,SAP
B1/F07-040A/JAS/08,F07-040A,5,6,1,1,SAP
B1/F07-040A/JAS/09,F07-040A,6,7,1,1,SAP
B1/F07-040A/JAS/10,F07-040A,7,8,1,1,SAP
B1/F07-040A/JAS/11,F07-040A,8,9,1,1,SAP
B1/F07-040A/JAS/12,F07-040A,9,10,1,1,SAP
B1/F07-040A/JAS/13,F07-040A,10,11,1,1,SAP
B1/F07-040A/JAS/14,F07-040A,11,11.8,0.8,1,BRK
B1/F07-040A/JAS/15,F07-040A,11.8,12.8,1,1,BRK
B1/F07-040A/JAS/16,F07-040A,12.8,13,0.2,1,BRK
B1/F07-040A/JAS/17,F07-040A,13,14,1,1,BRK
B1/F07-040A/JAS/18,F07-040A,14,15,1,1,BRK
B1/F07-008i/JAS/01,F07-008i,0,1,1,1,LIM
B1/F07-008i/JAS/02,F07-008i,1,2,1,1,LIM
B1/F07-008i/JAS/03,F07-008i,2,3,1,1,SAP
B1/F07-008i/JAS/04,F07-008i,3,4,1,1,SAP
B1/F07-008i/JAS/05,F07-008i,4,5,1,1,SAP
B1/F07-008i/JAS/06,F07-008i,5,6,1,1,BRK
B1/F07-008i/JAS/07,F07-008i,6,7,1,1,BRK
B1/F07-008i/JAS/08,F07-008i,7,8,1,1,SAP
B1/F07-008i/JAS/09,F07-008i,8,9,1,1,SAP
B1/F07-008i/JAS/10,F07-008i,9,10,1,1,SAP
B1/F07-008i/JAS/11,F07-008i,10,11,1,1,SAP
B1/F07-008i/JAS/12,F07-008i,11,11.32,1,0.595238095,SAP
B1/F07-008i/JAS/13,F07-008i,11.32,12,1,0.5,BRK
B1/F07-008i/JAS/14,F07-008i,12,12.3,1,0.5,BRK
B1/F07-008i/JAS/15,F07-008i,12.3,13,1,0.5,SAP
B1/F07-130A/JAS/01,F07-130A,0,0.57,0.57,1,LIM
B1/F07-130A/JAS/02,F07-130A,0.57,1,0.43,1,SAP
B1/F07-130A/JAS/03,F07-130A,1,1.73,0.73,1,BRK
B1/F07-130A/JAS/04,F07-130A,1.73,2.23,0.5,1,SAP
B1/F07-130A/JAS/05,F07-130A,2.23,2.62,0.39,1,BRK
B1/F07-130A/JAS/06,F07-130A,2.62,3,0.38,1,SAP
B1/F07-130A/JAS/07,F07-130A,3,4,1,1,SAP
B1/F07-130A/JAS/08,F07-130A,4,5,1,1,SAP
B1/F07-130A/JAS/09,F07-130A,5,6,1,1,SAP
B1/F07-130A/JAS/10,F07-130A,6,6.33,0.33,1,BRK
B1/F07-130A/JAS/11,F07-130A,6.33,6.88,0.55,1,SAP
B1/F07-130A/JAS/12,F07-130A,6.88,7.7,0.82,1,BRK
B1/F07-130A/JAS/13,F07-130A,7.7,8,0.3,1,SAP
B1/F07-130A/JAS/14,F07-130A,8,9,1,1,SAP
B1/F07-130A/JAS/15,F07-130A,9,9.26,0.26,1,SAP
B1/F07-130A/JAS/16,F07-130A,9.26,10,0.74,1,BRK
B1/F07-010/JAS/01,F07-010,0,1,1,1,LIM
B1/F07-010/JAS/02,F07-010,1,2,1,1,LIM
B1/F07-010/JAS/03,F07-010,2,3,1,1,LIM
B1/F07-010/JAS/04,F07-010,3,4,1,1,LIM
B1/F07-010/JAS/05,F07-010,4,5,1,1,LIM
B1/F07-010/JAS/06,F07-010,5,6,1,1,SAP
B1/F07-010/JAS/07,F07-010,6,7,1,1,LIM
B1/F07-010/JAS/08,F07-010,7,8,1,1,SAP
B1/F07-010/JAS/09,F07-010,8,9,1,1,SAP
B1/F07-010/JAS/10,F07-010,9,10,1,1,SAP
B1/F07-010/JAS/11,F07-010,10,11,1,1,SAP
B1/F07-010/JAS/12,F07-010,11,12,1,1,SAP
B1/F07-010/JAS/13,F07-010,12,13,1,1,SAP
B1/F07-010/JAS/14,F07-010,13,14,1,1,SAP
B1/F07-010/JAS/15,F07-010,14,15,1,1,SAP
B1/F07-010/JAS/16,F07-010,15,16,1,1,SAP
B1/F07-010/JAS/17,F07-010,16,17,1,1,SAP
B1/F07-010/JAS/18,F07-010,17,18,1,1,SAP
B1/F07-010/JAS/19,F07-010,18,19,1,1,SAP
B1/F07-010/JAS/20,F07-010,19,20,1,1,SAP
B1/F07-130i/JAS/01,F07-130i,0,1,1,1,SAP
B1/F07-130i/JAS/02,F07-130i,1,2,0.74,0.74,SAP
B1/F07-130i/JAS/03,F07-130i,2,3,1,1,SAP
B1/F07-130i/JAS/04,F07-130i,3,3.23,0.23,1,SAP
B1/F07-130i/JAS/05,F07-130i,3.23,3.7,0.47,1,BRK
B1/F07-130i/JAS/06,F07-130i,3.7,4,0.3,1,SAP
B1/F07-130i/JAS/07,F07-130i,4,4.56,0.56,1,BRK
B1/F07-130i/JAS/08,F07-130i,4.56,5,0.44,1,SAP
B1/F07-130i/JAS/09,F07-130i,5,6,1,1,SAP
B1/F07-130i/JAS/10,F07-130i,6,7,1,1,SAP
B1/F07-130i/JAS/11,F07-130i,7,8,1,1,SAP
B1/F07-130i/JAS/12,F07-130i,8,9,1,1,BRK
B1/F07-130i/JAS/13,F07-130i,9,10,1,1,BRK
B1/F07-161i/JAS/01,F07-161i,0,1,1,1,SAP
B1/F07-161i/JAS/02,F07-161i,1,2,1,1,SAP
B1/F07-161i/JAS/03,F07-161i,2,3,1,1,BRK
B1/F07-161i/JAS/04,F07-161i,3,4,1,1,SAP
B1/F07-161i/JAS/05,F07-161i,4,5,1,1,BRK
B1/F07-161i/JAS/06,F07-161i,5,5.75,0.75,1,BRK
B1/F07-161i/JAS/07,F07-161i,5.75,6,0.25,1,BRK
B1/F07-161i/JAS/08,F07-161i,6,7,1,1,BRK
B1/F07-161i/JAS/09,F07-161i,7,8,1,1,BRK
B1/F07-161i/JAS/10,F07-161i,8,9,1,1,BRK
B1/F07-009i/JAS/01,F07-009i,0,1,1,1,LIM
B1/F07-009i/JAS/02,F07-009i,1,2,0.8,0.8,LIM
B1/F07-009i/JAS/03,F07-009i,2,3,1,1,LIM
B1/F07-009i/JAS/04,F07-009i,3,4,1,1,LIM
B1/F07-009i/JAS/05,F07-009i,4,5,1,1,LIM
B1/F07-009i/JAS/06,F07-009i,5,6,1,1,SAP
B1/F07-009i/JAS/07,F07-009i,6,7,1,1,SAP
B1/F07-009i/JAS/08,F07-009i,7,8,1,1,SAP
B1/F07-009i/JAS/09,F07-009i,8,9,1,1,SAP
B1/F07-009i/JAS/10,F07-009i,9,10,1,1,SAP
B1/F07-009i/JAS/11,F07-009i,10,11,1,1,SAP
B1/F07-009i/JAS/12,F07-009i,11,12,1,1,SAP
B1/F07-009i/JAS/13,F07-009i,12,13,1,1,SAP
B1/F07-009i/JAS/14,F07-009i,13,14,1,1,SAP
B1/F07-009i/JAS/15,F07-009i,14,15,1,1,SAP
B1/F07-009i/JAS/16,F07-009i,15,16,1,1,BRK
B1/F07-009i/JAS/17,F07-009i,16,17,1,1,BRK
B1/F07-009i/JAS/18,F07-009i,17,18,1,1,BRK
B1/F07-009i/JAS/19,F07-009i,18,19,1,1,BRK
B1/F07-009i/JAS/20,F07-009i,19,20,1,1,BRK
B1/F07-161A/JAS/01,F07-161A,0,1,1,1,LIM
B1/F07-161A/JAS/02,F07-161A,1,1.25,0.25,1,BRK
B1/F07-161A/JAS/03,F07-161A,1.25,2,0.55,0.733333333,SAP
B1/F07-161A/JAS/04,F07-161A,2,3,1,1,SAP
B1/F07-161A/JAS/05,F07-161A,3,4,1,1,SAP
B1/F07-161A/JAS/06,F07-161A,4,5,1,1,SAP
B1/F07-161A/JAS/07,F07-161A,5,6,1,1,SAP
B1/F07-161A/JAS/08,F07-161A,6,6.5,0.5,1,BRK
B1/F07-161A/JAS/09,F07-161A,6.5,7,0.5,1,SAP
B1/F07-161A/JAS/10,F07-161A,7,8,1,1,BRK
B1/F07-161A/JAS/11,F07-161A,8,9,1,1,SAP
B1/F07-161A/JAS/12,F07-161A,9,10,1,1,BRK
